O*NET-SOC Code,Title,Technology Design Combined,Developing Objectives and Strategies Combined,Fluency of Ideas Combined,Writing Combined,Thinking Creatively Combined,Originality Combined
13-1071.00,Human Resources Specialists,1.0803571428571428,1.9793142857142856,1.75,2.645714285714285,2.1979,1.78
13-1074.00,Farm Labor Contractors,1.0,1.2691428571428571,1.3392000000000002,1.6875,1.182057142857143,1.2857142857142856
13-1075.00,Labor Relations Specialists,1.0206285714285714,2.1702142857142857,2.3857142857142857,2.928571428571429,2.376428571428572,2.3392857142857144
13-1081.00,Logisticians,1.0803571428571428,2.7207142857142856,2.275,2.275,2.4714285714285715,2.3857142857142857
13-1081.01,Logistics Engineers,1.6063428571428573,2.7275714285714283,2.765714285714286,2.8363428571428573,2.9065000000000003,2.645714285714285
13-1081.02,Logistics Analysts,1.22,2.5764571428571426,2.1357142857142857,2.36,2.665,2.1357142857142857
13-1111.00,Management Analysts,1.2208,3.621914285714286,2.571428571428571,2.7142857142857144,3.4133142857142857,2.205357142857143
13-1121.00,"Meeting, Convention, and Event Planners",1.0803571428571428,2.314,2.4732142857142856,2.2928571428571427,2.934957142857143,2.354914285714286
13-1131.00,Fundraisers,1.0803571428571428,3.3362857142857143,2.571428571428571,2.765714285714286,3.366,2.205357142857143
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",1.0357142857142856,2.330714285714285,1.8914285714285717,2.3192,2.316857142857143,1.9285714285714288
13-1151.00,Training and Development Specialists,1.157142857142857,2.9378714285714285,2.524285714285714,2.6950857142857143,2.841614285714286,2.4522285714285714
13-1161.00,Market Research Analysts and Marketing Specialists,1.0664285714285715,3.101571428571429,2.7142857142857144,2.765714285714286,3.283228571428571,2.1492
13-1161.01,Search Marketing Strategists,1.4435714285714285,3.1707,2.596342857142857,2.3392857142857144,3.256,2.2471428571428573
13-1199.04,Business Continuity Planners,1.0664285714285715,3.0692142857142857,2.6950857142857143,2.877142857142857,2.5232,2.3392857142857144
13-1199.05,Sustainability Specialists,1.12,3.474214285714285,2.19,2.765714285714286,2.855371428571429,2.2928571428571427
13-1199.06,Online Merchants,1.12,1.9580428571428568,1.9657142857142855,2.105,2.3505142857142856,1.7200000000000002
13-1199.07,Security Management Specialists,1.3706285714285715,2.9817142857142858,2.4971428571428573,2.4035714285714285,3.0439285714285718,2.3857142857142857
13-2011.00,Accountants and Auditors,1.0942857142857143,2.2771,1.837942857142857,2.2928571428571427,2.3347571428571428,1.75
13-2022.00,Appraisers of Personal and Business Property,1.0089285714285714,2.2157142857142857,1.6665142857142858,2.25,2.1784285714285714,1.6364285714285711
13-2023.00,Appraisers and Assessors of Real Estate,1.0271428571428571,1.6400285714285716,1.5892857142857142,2.105,1.8391857142857144,1.4249999999999998
13-2031.00,Budget Analysts,1.0942857142857143,2.319357142857143,1.8571428571428568,2.1750857142857143,2.192457142857143,1.8057142857142856
13-2041.00,Credit Analysts,1.0,1.5571428571428572,1.7734857142857143,2.1750857142857143,1.7542857142857144,1.6063428571428573
13-2052.00,Personal Financial Advisors,1.0357142857142856,2.9105142857142856,2.023657142857143,2.645714285714285,2.474971428571429,1.8571428571428568
13-2053.00,Insurance Underwriters,1.0549142857142857,1.544,1.7385714285714284,2.4732142857142856,1.9005714285714288,1.7385714285714284
13-2061.00,Financial Examiners,1.0206285714285714,2.2204,1.9657142857142855,2.7142857142857144,1.6394142857142855,1.8914285714285717
13-2071.00,Credit Counselors,1.1071428571428572,1.839314285714286,2.096342857142857,2.4732142857142856,2.116342857142857,1.837942857142857
13-2072.00,Loan Officers,1.1106285714285715,1.6980142857142857,1.7485714285714289,2.3192,2.1429142857142853,1.4
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",1.0357142857142856,1.8064857142857145,1.7200000000000002,2.044642857142857,1.8829,1.467857142857143
13-2082.00,Tax Preparers,1.0271428571428571,1.738257142857143,1.8571428571428568,1.8571428571428568,1.8135714285714288,1.6942857142857144
13-2099.01,Financial Quantitative Analysts,1.1734857142857142,2.274642857142857,2.4522285714285714,2.4285714285714284,3.278571428571428,2.096342857142857
13-2099.04,"Fraud Examiners, Investigators and Analysts",1.0206285714285714,2.644342857142857,2.071428571428571,2.8363428571428573,2.3289142857142853,1.8571428571428568
15-1211.00,Computer Systems Analysts,1.837942857142857,2.3248857142857142,2.4285714285714284,2.36,2.765857142857143,2.0342857142857143
15-1211.01,Health Informatics Specialists,1.7200000000000002,2.951285714285714,2.645714285714285,2.7142857142857144,3.617900000000001,2.645714285714285
15-1212.00,Information Security Analysts,1.3392000000000002,2.173914285714286,2.071428571428571,2.3392857142857144,2.718857142857143,1.9285714285714288
15-1221.00,Computer and Information Research Scientists,2.2477714285714288,2.5718,2.6950857142857143,2.4008000000000003,4.081185714285715,2.6393714285714287
15-1231.00,Computer Network Support Specialists,1.3008,1.790814285714286,2.0,2.0,2.4178,1.722057142857143
15-1232.00,Computer User Support Specialists,1.231428571428571,2.0336,1.9085714285714288,2.1142857142857143,2.6530142857142858,1.8057142857142856
15-1241.00,Computer Network Architects,2.023657142857143,2.4107142857142856,2.1750857142857143,2.4035714285714285,2.54,2.0342857142857143
15-1241.01,Telecommunications Engineering Specialists,1.6364285714285711,2.2455,1.9842857142857144,2.205357142857143,2.6393714285714287,1.9842857142857144
15-1242.00,Database Administrators,1.4691999999999998,2.455571428571428,2.096342857142857,2.2471428571428573,2.9539,2.0
15-1243.00,Database Architects,1.8571428571428568,2.768,2.205357142857143,2.1750857142857143,3.266142857142857,2.1085714285714285
15-1243.01,Data Warehousing Specialists,1.6364285714285711,2.2074857142857143,1.9842857142857144,2.086428571428572,3.334171428571428,1.9285714285714288
15-1244.00,Network and Computer Systems Administrators,1.75,2.0656,2.205357142857143,2.1357142857142857,2.6336571428571425,2.096342857142857
15-1251.00,Computer Programmers,1.595,2.4337142857142857,1.9657142857142855,2.044642857142857,3.7613571428571424,1.9285714285714288
15-1252.00,Software Developers,2.2308,2.5574285714285714,2.1635714285714283,2.1635714285714283,3.592642857142857,2.023657142857143
15-1253.00,Software Quality Assurance Analysts and Testers,1.6063428571428573,2.1207857142857143,1.8914285714285717,2.524285714285714,3.0112857142857146,1.8571428571428568
15-1254.00,Web Developers,1.51,2.274842857142857,2.1635714285714283,2.06,3.7764285714285712,2.096342857142857
15-1255.01,Video Game Designers,1.8571428571428568,2.43,2.8363428571428573,2.2471428571428573,4.565714285714286,2.765714285714286
15-1299.01,Web Administrators,1.4435714285714285,2.4207142857142854,1.9449142857142856,2.086428571428572,3.582857142857143,1.9285714285714288
15-1299.02,Geographic Information Systems Technologists and Technicians,1.1734857142857142,2.3983,1.8057142857142856,1.9842857142857144,3.132428571428571,1.8057142857142856
15-1299.03,Document Management Specialists,1.28,2.4547857142857143,1.8571428571428568,2.524285714285714,2.1622857142857144,1.8571428571428568
15-1299.05,Information Security Engineers,1.4435714285714285,2.317042857142857,2.0342857142857143,2.542057142857143,2.5922285714285715,1.9077714285714285
15-1299.08,Computer Systems Engineers/Architects,1.5892857142857142,2.342714285714286,2.3192,2.645714285714285,2.435085714285714,2.524285714285714
15-1299.09,Information Technology Project Managers,1.3008,3.288185714285714,2.4522285714285714,2.7142857142857144,2.983928571428572,2.044642857142857
15-2011.00,Actuaries,1.1257142857142857,2.4317714285714285,2.1357142857142857,2.4285714285714284,2.6246285714285715,1.94
15-2021.00,Mathematicians,1.0549142857142857,2.3660714285714284,2.866071428571429,2.7292,4.462142857142857,2.866071428571429
15-2031.00,Operations Research Analysts,1.12,2.793857142857143,2.542057142857143,2.7142857142857144,3.5508571428571427,2.4971428571428573
15-2041.00,Statisticians,1.0549142857142857,2.666,2.3192,2.6696428571428568,3.468571428571429,2.0342857142857143
15-2041.01,Biostatisticians,1.0885714285714283,2.2052285714285715,2.4971428571428573,3.0077714285714285,2.7733,2.2471428571428573
15-2051.01,Business Intelligence Analysts,1.077942857142857,2.0777142857142854,2.3192,2.571428571428571,2.998357142857143,1.9842857142857144
15-2051.02,Clinical Data Managers,1.147857142857143,2.21,2.06,2.571428571428571,2.396428571428572,1.9657142857142855
15-2099.01,Bioinformatics Technicians,1.32,1.9658285714285717,2.125,2.3392857142857144,3.580014285714286,1.9285714285714288
17-1011.00,"Architects, Except Landscape and Naval",1.2857142857142856,2.6900000000000004,2.877142857142857,2.6950857142857143,3.7442285714285712,2.821428571428571
17-1012.00,Landscape Architects,1.1071428571428572,2.44,2.765714285714286,2.4971428571428573,3.7,2.782857142857143
17-1021.00,Cartographers and Photogrammetrists,1.0664285714285715,2.1472,1.8571428571428568,2.2928571428571427,2.8426571428571425,1.8571428571428568
17-1022.00,Surveyors,1.0549142857142857,2.5,1.8571428571428568,2.571428571428571,2.6372714285714283,1.8057142857142856
17-1022.01,Geodetic Surveyors,1.147857142857143,2.1456428571428567,1.9449142857142856,2.542057142857143,2.607814285714286,1.7734857142857143
17-2011.00,Aerospace Engineers,2.205357142857143,2.0433142857142856,2.4285714285714284,2.8514285714285714,3.908714285714286,2.4008000000000003
17-2021.00,Agricultural Engineers,1.75,3.128214285714286,2.3392857142857144,2.7142857142857144,3.8285714285714287,2.2308
17-2031.00,Bioengineers and Biomedical Engineers,2.275,2.633257142857143,2.571428571428571,2.821428571428571,3.896742857142857,2.6393714285714287
17-2041.00,Chemical Engineers,1.7734857142857143,2.3098,2.4285714285714284,2.211428571428572,2.6934857142857145,2.4285714285714284
17-2051.00,Civil Engineers,1.4464285714285716,2.0477142857142856,2.571428571428571,2.2471428571428573,2.7659571428571423,2.2857142857142856
17-2051.01,Transportation Engineers,1.6875,2.297142857142857,2.571428571428571,2.765714285714286,2.7764571428571427,2.205357142857143
17-2051.02,Water/Wastewater Engineers,1.8728571428571428,2.5015714285714283,2.645714285714285,2.7142857142857144,2.8285,2.4522285714285714
17-2061.00,Computer Hardware Engineers,1.6364285714285711,2.716,2.2471428571428573,2.6950857142857143,3.863342857142857,2.4285714285714284
17-2071.00,Electrical Engineers,1.3571428571428572,2.563371428571428,2.2857142857142856,2.894285714285714,3.6276142857142855,2.125
17-2072.00,"Electronics Engineers, Except Computer",1.9285714285714288,2.288157142857143,2.3857142857142857,2.4285714285714284,3.166514285714286,2.36
17-2072.01,Radio Frequency Identification Device Specialists,1.6685714285714286,2.782171428571428,2.086428571428572,2.1635714285714283,3.769828571428572,1.8914285714285717
17-2081.00,Environmental Engineers,1.0664285714285715,3.107142857142857,2.6185714285714288,2.821428571428571,2.9550714285714283,2.4971428571428573
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1.2514285714285711,2.3788,2.25,2.524285714285714,2.582057142857143,2.105
17-2111.02,Fire-Prevention and Protection Engineers,1.8571428571428568,2.3872,2.3392857142857144,2.645714285714285,2.8915,2.205357142857143
17-2112.00,Industrial Engineers,1.3008,2.0944,2.1635714285714283,2.6185714285714288,3.230485714285714,2.125
17-2112.01,Human Factors Engineers and Ergonomists,2.1750857142857143,2.926428571428572,2.748571428571428,2.877142857142857,3.0805,2.4522285714285714
17-2112.02,Validation Engineers,1.157142857142857,2.090357142857143,1.9449142857142856,2.765714285714286,2.08,1.8914285714285717
17-2112.03,Manufacturing Engineers,2.4971428571428573,2.216,2.542057142857143,2.7207142857142856,2.986857142857143,2.542057142857143
17-2121.00,Marine Engineers and Naval Architects,1.5357142857142858,2.1290285714285715,2.4714285714285715,2.571428571428571,2.8427999999999995,2.4522285714285714
17-2131.00,Materials Engineers,1.6665142857142858,2.7355,2.3857142857142857,2.7207142857142856,3.643142857142857,2.36
17-2141.00,Mechanical Engineers,2.06,2.259428571428572,2.3857142857142857,2.36,3.5505142857142857,2.36
17-2141.01,Fuel Cell Engineers,1.837942857142857,2.5555,2.5907142857142857,2.6185714285714288,3.161342857142857,2.4285714285714284
17-2141.02,Automotive Engineers,2.1750857142857143,2.314285714285714,2.645714285714285,2.6950857142857143,3.0266285714285712,2.9008000000000003
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",1.6171428571428572,2.471714285714285,2.571428571428571,2.821428571428571,2.643742857142857,2.3857142857142857
17-2161.00,Nuclear Engineers,1.7734857142857143,2.359642857142857,2.571428571428571,3.0357142857142856,3.063471428571429,2.3192
17-2171.00,Petroleum Engineers,1.4017857142857142,3.0548571428571423,2.571428571428571,2.748571428571428,3.3947000000000003,2.3192
17-2199.03,"Energy Engineers, Except Wind and Solar",1.3392000000000002,2.5555,2.1635714285714283,2.6950857142857143,3.527242857142857,2.1635714285714283
17-2199.05,Mechatronics Engineers,2.096342857142857,2.2234857142857143,2.4285714285714284,2.571428571428571,3.187428571428572,2.4008000000000003
17-2199.06,Microsystems Engineers,1.5165142857142857,2.182942857142857,2.4971428571428573,2.571428571428571,3.25,2.4285714285714284
17-2199.07,Photonics Engineers,2.2471428571428573,1.9750714285714288,2.6696428571428568,2.954285714285714,3.481657142857143,2.8150000000000004
17-2199.08,Robotics Engineers,2.4008000000000003,2.52,2.6950857142857143,2.524285714285714,3.924714285714286,2.9008000000000003
17-2199.09,Nanosystems Engineers,2.1750857142857143,2.568257142857143,2.542057142857143,2.9008000000000003,3.7307,2.7207142857142856
17-2199.10,Wind Energy Engineers,1.5165142857142857,2.1016000000000004,2.06,2.275,2.434085714285714,2.096342857142857
17-2199.11,Solar Energy Systems Engineers,1.4464285714285716,2.0231714285714286,2.596342857142857,2.645714285714285,2.0928571428571425,2.3857142857142857
17-3011.00,Architectural and Civil Drafters,1.3785714285714286,1.6980142857142857,2.105,2.19,2.883971428571429,2.0608
17-3012.00,Electrical and Electronics Drafters,1.3125,1.7533,1.837942857142857,2.25,2.201928571428572,1.8057142857142856
17-3013.00,Mechanical Drafters,1.542142857142857,1.6588,2.044642857142857,1.8914285714285717,3.032028571428571,2.086428571428572
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.2208,1.791828571428571,1.8914285714285717,1.9449142857142856,2.3923,1.8057142857142856
17-3022.00,Civil Engineering Technologists and Technicians,1.0803571428571428,1.5074285714285716,1.8914285714285717,2.125,2.2948142857142857,1.822857142857143
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.231428571428571,1.7569142857142857,1.8914285714285717,2.044642857142857,2.713857142857143,1.9285714285714288
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.24,1.7032142857142856,1.8914285714285717,1.9449142857142856,2.399142857142857,1.8914285714285717
17-3024.01,Robotics Technicians,1.7200000000000002,1.7130571428571426,1.9449142857142856,2.0028571428571427,2.765028571428571,1.9285714285714288
17-3025.00,Environmental Engineering Technologists and Technicians,1.268571428571429,1.6880714285714284,1.8914285714285717,2.1750857142857143,1.8019000000000005,1.8571428571428568
17-3026.00,Industrial Engineering Technologists and Technicians,1.8914285714285717,1.9403714285714284,2.205357142857143,2.1357142857142857,3.2274,2.1635714285714283
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.3571428571428572,2.198628571428572,2.1635714285714283,2.6185714285714288,2.8034285714285714,2.023657142857143
17-3027.00,Mechanical Engineering Technologists and Technicians,1.4691999999999998,2.0112000000000005,1.9449142857142856,2.2928571428571427,2.6347428571428573,1.9842857142857144
17-3027.01,Automotive Engineering Technicians,1.25,1.6536857142857144,2.0,2.044642857142857,2.4148000000000005,1.9285714285714288
17-3029.01,Non-Destructive Testing Specialists,1.0942857142857143,2.5372,1.7200000000000002,2.0028571428571427,2.625,1.6171428571428572
17-3029.08,Photonics Technicians,1.3571428571428572,1.6185142857142858,1.75,1.9449142857142856,2.273742857142857,1.6665142857142858
17-3031.00,Surveying and Mapping Technicians,1.1071428571428572,1.598442857142857,1.8914285714285717,2.125,1.8757857142857144,1.625
19-1011.00,Animal Scientists,1.1408,3.0577857142857146,2.524285714285714,2.821428571428571,3.596628571428572,2.2471428571428573
19-1012.00,Food Scientists and Technologists,1.1408,1.9778857142857145,2.6185714285714288,2.6950857142857143,3.148771428571429,2.4971428571428573
19-1013.00,Soil and Plant Scientists,1.1607142857142858,2.9448,2.4714285714285715,2.8020571428571426,3.405142857142857,2.645714285714285
19-1021.00,Biochemists and Biophysicists,1.4608,3.5232,2.866071428571429,3.377142857142857,4.4017857142857135,2.8150000000000004
19-1022.00,Microbiologists,1.1734857142857142,2.3817142857142857,2.6185714285714288,3.091428571428572,2.8018857142857145,2.326514285714285
19-1023.00,Zoologists and Wildlife Biologists,1.1785714285714286,2.970485714285714,2.105,2.6950857142857143,2.9337142857142857,2.0028571428571427
19-1029.01,Bioinformatics Scientists,1.3785714285714286,2.7112,2.6950857142857143,2.954285714285714,4.372285714285715,2.6696428571428568
19-1029.02,Molecular and Cellular Biologists,1.2857142857142856,2.7645142857142857,2.6950857142857143,3.321428571428572,3.625342857142857,2.7678571428571432
19-1029.03,Geneticists,1.1408,2.918857142857143,2.6950857142857143,3.091428571428572,3.4781714285714287,2.571428571428571
19-1029.04,Biologists,1.0549142857142857,3.2168,2.4971428571428573,3.2285714285714286,3.0498285714285718,2.1750857142857143
19-1031.00,Conservation Scientists,1.1408,2.186114285714286,2.1635714285714283,2.3857142857142857,2.4490285714285718,2.1635714285714283
19-1031.02,Range Managers,1.062857142857143,3.3138,2.205357142857143,2.2857142857142856,2.9694285714285718,2.1635714285714283
19-1031.03,Park Naturalists,1.1339285714285714,2.1154,2.044642857142857,2.571428571428571,3.402357142857143,1.9842857142857144
19-1032.00,Foresters,1.3008,2.482,2.0342857142857143,2.6185714285714288,2.254,2.1635714285714283
19-1041.00,Epidemiologists,1.0206285714285714,2.8546571428571426,2.765714285714286,3.0592,3.4080285714285714,2.6950857142857143
19-1042.00,"Medical Scientists, Except Epidemiologists",1.0803571428571428,2.332814285714286,2.2857142857142856,3.265714285714286,4.030685714285714,2.2857142857142856
19-2011.00,Astronomers,1.2857142857142856,2.566,2.6696428571428568,3.2285714285714286,3.6763857142857135,2.6185714285714288
19-2012.00,Physicists,1.845,2.8384857142857145,3.282057142857143,3.142857142857143,3.7811428571428567,3.34
19-2021.00,Atmospheric and Space Scientists,1.147857142857143,2.3042857142857143,2.125,2.645714285714285,3.109714285714286,1.8914285714285717
19-2031.00,Chemists,1.0885714285714283,1.931357142857143,2.096342857142857,2.8150000000000004,2.477542857142857,1.9657142857142855
19-2032.00,Materials Scientists,1.2036571428571428,2.1130000000000004,2.3192,2.8020571428571426,3.3049285714285714,2.3242857142857147
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.1885714285714286,1.8422857142857143,2.096342857142857,2.98,2.1283142857142856,2.096342857142857
19-2041.01,Climate Change Policy Analysts,1.1408,3.137342857142857,1.9449142857142856,2.6950857142857143,2.760357142857143,2.06
19-2041.02,Environmental Restoration Planners,1.231428571428571,3.1214285714285714,2.3192,2.748571428571428,3.013428571428572,2.1750857142857143
19-2041.03,Industrial Ecologists,1.2036571428571428,2.6391,2.36,2.98,3.2099,2.36
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.0664285714285715,2.7030000000000003,2.3192,2.9008000000000003,3.525714285714286,2.023657142857143
19-2043.00,Hydrologists,1.0885714285714283,2.7228571428571438,2.4714285714285715,2.542057142857143,3.204071428571429,2.3242857142857147
19-2099.01,Remote Sensing Scientists and Technologists,1.4691999999999998,2.787428571428572,2.4522285714285714,2.9008000000000003,3.3355428571428574,2.3192
19-3011.00,Economists,1.0206285714285714,2.5227714285714287,2.645714285714285,2.877142857142857,3.4870857142857146,2.06
19-3011.01,Environmental Economists,1.147857142857143,2.3457857142857144,2.2857142857142856,2.9522285714285714,3.1922714285714284,2.2857142857142856
19-3022.00,Survey Researchers,1.1408,2.6378285714285714,2.275,3.0892857142857144,3.080457142857143,1.9842857142857144
19-3032.00,Industrial-Organizational Psychologists,1.1408,3.0904000000000003,2.748571428571428,3.265714285714286,2.814057142857143,2.645714285714285
19-3033.00,Clinical and Counseling Psychologists,1.0549142857142857,2.800342857142857,2.571428571428571,2.9732142857142856,3.106514285714286,2.3192
19-3034.00,School Psychologists,1.0549142857142857,1.6322142857142856,2.023657142857143,2.765714285714286,2.1334857142857144,2.0
19-3039.02,Neuropsychologists,1.0549142857142857,2.3216,2.205357142857143,3.2935714285714286,2.451257142857143,2.096342857142857
19-3039.03,Clinical Neuropsychologists,1.0803571428571428,2.252714285714286,2.2471428571428573,2.8020571428571426,2.416528571428572,2.096342857142857
19-3041.00,Sociologists,1.0549142857142857,2.7792857142857144,2.2471428571428573,3.0357142857142856,3.751785714285714,2.1750857142857143
19-3051.00,Urban and Regional Planners,1.0992,4.017142857142857,2.542057142857143,2.6950857142857143,3.267428571428572,2.2857142857142856
19-3091.00,Anthropologists and Archeologists,1.0442857142857145,2.541428571428572,2.571428571428571,3.321428571428572,3.4975,1.9842857142857144
19-3092.00,Geographers,1.0803571428571428,2.562971428571428,2.125,3.1750857142857143,3.2285714285714286,2.023657142857143
19-3093.00,Historians,1.0357142857142856,1.9554285714285715,2.1635714285714283,3.1750857142857143,1.9788142857142856,1.8057142857142856
19-3094.00,Political Scientists,1.0442857142857145,2.486542857142857,2.1357142857142857,2.98,3.556314285714286,2.06
19-3099.01,Transportation Planners,1.0885714285714283,3.385,2.7142857142857144,2.765714285714286,3.1785714285714284,2.4971428571428573
19-4012.00,Agricultural Technicians,1.0357142857142856,1.6704285714285714,1.8571428571428568,2.023657142857143,1.6919,1.8571428571428568
19-4012.01,Precision Agriculture Technicians,1.0664285714285715,2.1526,1.9449142857142856,2.25,2.459542857142857,1.8571428571428568
19-4013.00,Food Science Technicians,1.0206285714285714,1.3955714285714285,1.7200000000000002,2.2071428571428573,1.6630285714285715,1.4249999999999998
19-4021.00,Biological Technicians,1.1734857142857142,1.983714285714285,1.9285714285714288,2.275,2.2639428571428573,1.837942857142857
19-4031.00,Chemical Technicians,1.231428571428571,1.8451,1.8914285714285717,2.645714285714285,1.855,1.8914285714285717
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.0442857142857145,1.8449714285714285,1.8914285714285717,2.645714285714285,1.8455285714285716,1.837942857142857
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.16,1.6155142857142857,1.8057142857142856,2.125,1.9517714285714285,1.6364285714285711
19-4051.00,Nuclear Technicians,1.1408,1.6019285714285714,1.655,2.086428571428572,1.7450714285714286,1.655
19-4051.02,Nuclear Monitoring Technicians,1.0549142857142857,1.9118857142857144,1.8057142857142856,2.096342857142857,2.155885714285714,1.8571428571428568
19-4061.00,Social Science Research Assistants,1.1339285714285714,2.4212,1.8571428571428568,2.524285714285714,2.306628571428572,1.8571428571428568
19-4071.00,Forest and Conservation Technicians,1.16,2.792714285714286,1.7734857142857143,1.8914285714285717,2.3102714285714283,1.822857142857143
19-4092.00,Forensic Science Technicians,1.0206285714285714,1.5814857142857144,2.205357142857143,2.765714285714286,1.460457142857143,1.837942857142857
19-4099.01,Quality Control Analysts,1.0992,1.5798142857142858,1.7734857142857143,2.086428571428572,1.6182,1.837942857142857
19-4099.03,Remote Sensing Technicians,1.2036571428571428,2.0012857142857143,2.275,2.205357142857143,2.718228571428571,2.086428571428572
19-5011.00,Occupational Health and Safety Specialists,1.1257142857142857,2.5346571428571427,1.9449142857142856,2.7142857142857144,2.378914285714286,1.8571428571428568
19-5012.00,Occupational Health and Safety Technicians,1.1257142857142857,2.681985714285714,1.8571428571428568,2.524285714285714,2.5768,1.8571428571428568
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.1071428571428572,3.045485714285714,2.1492,2.7142857142857144,2.9474714285714287,1.9449142857142856
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.0271428571428571,2.5178857142857143,2.4522285714285714,2.645714285714285,2.6554,2.06
21-1013.00,Marriage and Family Therapists,1.0357142857142856,2.296614285714286,2.542057142857143,2.821428571428571,2.539685714285714,2.31
21-1014.00,Mental Health Counselors,1.0357142857142856,3.023371428571429,2.4971428571428573,2.8363428571428573,3.4118714285714287,2.36
21-1015.00,Rehabilitation Counselors,1.0442857142857145,2.2826285714285715,2.023657142857143,2.4971428571428573,2.6644142857142854,2.023657142857143
21-1021.00,"Child, Family, and School Social Workers",1.0442857142857145,2.598171428571429,2.023657142857143,2.6185714285714288,2.9456,2.023657142857143
21-1022.00,Healthcare Social Workers,1.0664285714285715,2.2053142857142856,2.6185714285714288,2.6950857142857143,2.494,2.0342857142857143
21-1023.00,Mental Health and Substance Abuse Social Workers,1.1071428571428572,3.0469142857142857,2.596342857142857,2.571428571428571,3.063142857142857,2.524285714285714
21-1091.00,Health Education Specialists,1.1071428571428572,3.2044,2.275,2.782857142857143,3.1775857142857142,2.086428571428572
21-1092.00,Probation Officers and Correctional Treatment Specialists,1.0442857142857145,2.4573,1.837942857142857,2.524285714285714,2.2021428571428574,1.78
21-1093.00,Social and Human Service Assistants,1.0942857142857143,2.3568,2.125,2.4522285714285714,2.4641285714285712,1.9285714285714288
21-1094.00,Community Health Workers,1.0714285714285714,3.2923571428571425,1.94,2.662857142857143,2.9802571428571425,1.8571428571428568
21-2011.00,Clergy,1.0442857142857145,2.4894285714285718,2.596342857142857,2.6950857142857143,2.7561857142857145,2.596342857142857
21-2021.00,"Directors, Religious Activities and Education",1.1408,3.0545571428571425,2.2308,2.2471428571428573,3.1828,2.105
23-1011.00,Lawyers,1.0357142857142856,2.9815714285714288,2.6696428571428568,3.265714285714286,2.9762000000000004,2.571428571428571
23-1012.00,Judicial Law Clerks,1.0664285714285715,1.281657142857143,1.8571428571428568,2.9522285714285714,2.146857142857143,1.7200000000000002
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",1.0942857142857143,1.256457142857143,1.837942857142857,3.1750857142857143,2.031085714285714,1.8057142857142856
23-1022.00,"Arbitrators, Mediators, and Conciliators",1.0089285714285714,1.6192857142857142,2.06,3.0892857142857144,2.7395571428571426,1.8914285714285717
23-1023.00,"Judges, Magistrate Judges, and Magistrates",1.0803571428571428,1.774714285714286,2.071428571428571,3.1750857142857143,2.047657142857143,1.8914285714285717
23-2011.00,Paralegals and Legal Assistants,1.0549142857142857,1.392,1.7200000000000002,2.662857142857143,1.673257142857143,1.6665142857142858
23-2093.00,"Title Examiners, Abstractors, and Searchers",1.0,1.6339428571428571,1.3571428571428572,2.2308,1.4269571428571428,1.3008
25-1011.00,"Business Teachers, Postsecondary",1.0549142857142857,2.258,1.8914285714285717,3.142857142857143,3.052357142857143,1.9657142857142855
25-1021.00,"Computer Science Teachers, Postsecondary",1.268571428571429,2.723028571428572,2.06,3.091428571428572,3.852285714285714,2.096342857142857
25-1022.00,"Mathematical Science Teachers, Postsecondary",1.0549142857142857,2.2160714285714285,2.023657142857143,2.954285714285714,2.7664,2.06
25-1031.00,"Architecture Teachers, Postsecondary",1.0942857142857143,3.110314285714286,2.3857142857142857,3.142857142857143,3.6839714285714287,2.3242857142857147
25-1032.00,"Engineering Teachers, Postsecondary",1.2363428571428572,2.7671,2.2471428571428573,2.954285714285714,4.334414285714286,2.2471428571428573
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.0803571428571428,2.9135,2.275,3.142857142857143,3.3417571428571438,2.1357142857142857
25-1042.00,"Biological Science Teachers, Postsecondary",1.0206285714285714,3.3729714285714283,2.2308,3.0357142857142856,3.880285714285714,2.1357142857142857
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.1257142857142857,2.806857142857143,2.1357142857142857,3.1750857142857143,3.9560571428571434,2.071428571428571
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.0803571428571428,2.457142857142857,2.1085714285714285,3.0357142857142856,3.2645285714285714,2.1085714285714285
25-1052.00,"Chemistry Teachers, Postsecondary",1.157142857142857,2.5094857142857143,2.023657142857143,3.1750857142857143,3.074414285714286,2.0
25-1053.00,"Environmental Science Teachers, Postsecondary",1.0206285714285714,2.573714285714286,2.06,3.0357142857142856,3.2002857142857137,2.06
