4MA Error,4MA Squared Error,4MA Absolute Error
-1735.75,3015468,1735.75
54.5,5714,67.0
-2781.75,7739287,2781.75
-963.25,927859,963.25
2255.0,5085108,2255.0
-505.5,256566,505.5
310.5,96433,310.5
-263.0,70626,263.0
-2022.0,4088572,2022.0
831.0,690647,831.0
608.75,370592,608.75
732.75,538447,732.75
-582.0,339100,582.0
-1708.5,2927866,1708.5
-2438.75,5947520,2438.75
138.25,19345,138.25
-390.75,156562,390.75
-2404.0,5794372,2404.0
-635.5,403908,635.5
-48.75,2429,48.75
-738.0,545316,738.0
1073.25,1152375,1073.25
659.5,435404,659.5
-1620.0,2624456,1620.0
1590.75,2532697,1590.75
431.75,187679,431.75
557.25,320742,557.25
1483.5,2201448,1483.5
1694.5,2872634,1694.5
819.5,671749,819.5
-1774.25,3149098,1774.25
-2408.25,5800098,2408.25
1600.75,2562464,1600.75
795.75,633844,795.75
854.25,730019,854.25
1005.5,1011158,1005.5
654.25,429004,654.25
-1265.75,1602677,1265.75
-350.5,122894,350.5
219.25,49417,219.25
-649.0,421659,649.0
4.75,202,10.25
-2464.0,6071621,2464.0
-1006.0,1013190,1006.0
-596.5,356250,596.5
216.75,47791,216.75
-914.0,836352,914.0
-2034.25,4139623,2034.25
1133.0,1283896,1133.0
-1945.75,3786084,1945.75
1104.25,1219583,1104.25
-2491.75,6210330,2491.75
1534.5,2355036,1534.5
-1045.75,1093912,1045.75
2311.75,5346674,2311.75
-1033.25,1069132,1033.25
865.5,750978,865.5
-1366.5,1870091,1366.5
-1528.25,2335584,1528.25
-1238.0,1532794,1238.0
587.0,348122,587.0
-78.0,6376,78.0
-2005.25,4021974,2005.25
485.5,236262,485.5
187.0,35126,187.0
-274.25,78020,274.25
-69.5,5740,69.5
592.75,351491,592.75
-2177.5,4742536,2177.5
1758.0,3094622,1758.0
2696.25,7272758,2696.25
581.75,338451,581.75
-320.5,103229,320.5
630.75,397864,630.75
433.0,187590,433.0
1295.25,1689345,1295.25
2738.0,7500292,2738.0
379.75,145577,379.75
-648.0,424732,648.0
-358.75,130307,358.75
-487.5,238058,487.5
305.5,93475,305.5
1257.25,1580735,1257.25
-91.0,15510,91.0
-823.25,678887,823.25
715.25,511900,715.25
2064.5,4264140,2064.5
-1731.25,2997706,1731.25
-1796.5,3227459,1796.5
2191.75,4804978,2191.75
-470.25,221258,470.25
2294.75,5265896,2294.75
-510.0,260753,510.0
-413.5,171056,413.5
-1510.25,2281291,1510.25
3000.5,9004524,3000.5
1432.5,2145832,1432.5
1954.75,3821057,1954.75
-1484.25,2204818,1484.25
-1925.0,3705688,1925.0
-887.5,789771,887.5
-709.75,505962,709.75
2896.25,8388930,2896.25
3151.75,9934786,3151.75
-3114.25,9701297,3114.25
1225.0,1500998,1225.0
1063.0,1130102,1063.0
-582.25,339218,582.25
842.25,709572,842.25
-2079.75,4327710,2079.75
1412.0,1994692,1412.0
-911.75,832267,911.75
-1265.0,1600250,1265.0
-1199.0,1438995,1199.0
-347.5,120774,347.5
-1862.0,3475582,1862.0
-4003.25,16026418,4003.25
399.75,160701,399.75
-3137.25,9851166,3137.25
-2018.25,4073335,2018.25
-2109.75,4452834,2109.75
-3254.25,10590606,3254.25
-991.25,982588,991.25
-3622.75,13134709,3622.75
-2585.75,6690704,2585.75
-2905.75,8446101,2905.75
-3845.25,14786516,3845.25
-3462.5,11993267,3462.5
-1575.75,2483489,1575.75
-2999.0,8994403,2999.0
-468.75,221391,468.75
-261.75,68899,261.75
-2043.0,4174716,2043.0
-2609.5,6810472,2609.5
-1833.75,3362744,1833.75
-3502.25,12265787,3502.25
-3039.25,9245327,3039.25
-1376.75,1895821,1376.75
-2326.0,5410606,2326.0
-2833.75,8030202,2833.75
-1562.25,2440687,1562.25
-2403.0,5774422,2403.0
-3097.75,9601310,3097.75
-2615.75,6842409,2615.75
-2982.75,8898587,2982.75
-3302.0,10903249,3302.0
-1502.25,2257056,1502.25
-2607.25,6801165,2607.25
-1033.0,1067104,1033.0
-1340.0,1796408,1340.0
-196.25,39837,196.25
-1041.25,1086886,1041.25
-1855.0,3441111,1855.0
-2630.5,6919825,2630.5
-789.0,623038,789.0
-1896.75,3603609,1896.75
-5438.25,29582914,5438.25
-1074.75,1156054,1074.75
-6253.0,39101598,6253.0
-1954.25,3819115,1954.25
-3519.0,12385150,3519.0
-4416.75,19507819,4416.75
-948.0,900338,948.0
-4084.25,16685082,4084.25
2146.75,4610923,2146.75
-747.5,561022,747.5
-4276.75,18291815,4276.75
-1529.75,2342176,1529.75
-1494.0,2233304,1494.0
-4455.25,19849377,4455.25
-244.0,59542,244.0
-1517.75,2306632,1517.75
-3878.0,15039376,3878.0
-1885.25,3554392,1885.25
-1968.25,3879675,1968.25
-2986.75,8920779,2986.75
-2060.5,4247828,2060.5
-1980.5,3924046,1980.5
-1494.5,2234404,1494.5
-2060.75,4253063,2060.75
-3255.25,10598570,3255.25
-2154.75,4644056,2154.75
-3862.0,14916988,3862.0
-2025.5,4102891,2025.5
-1767.25,3123946,1767.25
-4090.0,16728437,4090.0
-2296.75,5275344,2296.75
-2296.75,5275388,2296.75
-2537.25,6438370,2537.25
-1921.5,3692176,1921.5
-2581.25,6665489,2581.25
-1465.75,2150429,1465.75
-2730.0,7453832,2730.0
-1301.25,1694716,1301.25
-1298.75,1693176,1298.75
-2471.75,6109885,2471.75
-2981.0,8887423,2981.0
-1487.75,2217046,1487.75
-3885.25,15096220,3885.25
-2345.75,5503304,2345.75
-2698.75,7283302,2698.75
-2340.75,5480116,2340.75
-2652.5,7037402,2652.5
-1492.75,2228332,1492.75
-2513.75,6318973,2513.75
-2143.25,4593745,2143.25
-2739.5,7506715,2739.5
-2406.5,5791275,2406.5
-3425.75,11744276,3425.75
-1464.5,2144824,1464.5
375.0,140644,375.0
-2692.0,7247472,2692.0
-2755.25,7596317,2755.25
-2519.75,6349514,2519.75
-1029.0,1065512,1029.0
-1487.0,2216556,1487.0
-1893.0,3586156,1893.0
-1730.0,3001850,1730.0
-3286.25,10801918,3286.25
-2838.0,8054630,2838.0
-408.25,166679,408.25
-2792.75,7799848,2792.75
-2133.25,4551336,2133.25
-2748.75,7556325,2748.75
-3002.5,9017946,3002.5
-1992.5,3970076,1992.5
-2117.0,4483144,2117.0
-2879.75,8293710,2879.75
-4324.25,18699615,4324.25
-1858.25,3453409,1858.25
-1086.25,1181344,1086.25
-605.25,366692,605.25
-3432.75,11784071,3432.75
-3381.75,11437308,3381.75
-5134.5,26363962,5134.5
-1258.75,1584581,1258.75
-1512.5,2288048,1512.5
1283.75,1650452,1283.75
-3438.5,11824030,3438.5
-3059.25,9362532,3059.25
102.75,11566,102.75
-1029.25,1059670,1029.25
-3818.25,14585514,3818.25
-4273.0,18259258,4273.0
-3055.0,9335042,3055.0
-2533.75,6423170,2533.75
-751.25,565226,751.25
-1707.0,2914878,1707.0
-4265.0,18190820,4265.0
-2018.5,4074376,2018.5
-2258.75,5102505,2258.75
-2665.0,7102504,2665.0
-1531.0,2343966,1531.0
-2054.5,4234030,2054.5
-4644.25,21569450,4644.25
-2204.5,4860006,2204.5
-1595.75,2547282,1595.75
-1498.25,2244777,1498.25
-1484.25,2203833,1484.25
-2943.0,8661323,2943.0
-1136.25,1291095,1136.25
-1002.0,1004500,1002.0
-3878.75,15046451,3878.75
-653.75,427402,653.75
-1686.5,2845430,1686.5
-3223.0,10387772,3223.0
-1716.75,2947279,1716.75
-4542.5,20638067,4542.5
-2775.25,7702168,2775.25
-1678.25,2817997,1678.25
6.0,1972,44.0
-241.0,59056,241.0
-2145.25,4602335,2145.25
-830.0,690594,830.0
-1695.5,2876242,1695.5
-808.5,653828,808.5
-1660.25,2759063,1660.25
23.0,6084,74.5
-257.5,66344,257.5
290.5,84671,290.5
-1558.75,2432213,1558.75
-2533.5,6418752,2533.5
-499.25,249288,499.25
-1642.75,2698673,1642.75
-2423.75,5875016,2423.75
-1911.75,3656122,1911.75
-1891.25,3577263,1891.25
103.25,12963,103.25
-5348.0,28602812,5348.0
-2776.0,7706198,2776.0
-2785.25,7757776,2785.25
-2340.5,5482698,2340.5
-2342.75,5489066,2342.75
-894.0,799750,894.0
-2190.25,4797292,2190.25
1523.5,2323318,1523.5
-3685.25,13581289,3685.25
1915.75,3671652,1915.75
-3487.75,12166588,3487.75
-4089.5,16724030,4089.5
-4089.5,16724030,4089.5
-3928.25,15432507,3928.25
-1457.75,2126543,1457.75
-3904.75,15247104,3904.75
-2343.25,5491456,2343.25
-2020.25,4081457,2020.25
-1125.25,1267601,1125.25
-2982.75,8898198,2982.75
-4113.25,16918872,4113.25
-1154.75,1335191,1154.75
-4100.0,16811875,4100.0
261.5,69008,261.5
-1782.5,3195804,1782.5
424.5,180265,424.5
414.5,172025,414.5
-2434.5,5929106,2434.5
453.5,206624,453.5
-84.5,7210,84.5
-3549.0,12610418,3549.0
-3950.5,15611352,3950.5
-593.75,353794,593.75
-5262.5,27701460,5262.5
-1884.5,3551593,1884.5
-3090.75,9552750,3090.75
-4154.25,17283814,4154.25
-4219.0,17800331,4219.0
-3964.0,15735398,3964.0
-5530.25,30586209,5530.25
-4054.5,16456850,4054.5
-2950.0,8705897,2950.0
11624.75,135157127,11624.75
11409.5,130183976,11409.5
76.5,7264,76.5
-409.75,170325,409.75
-1087.25,1182733,1087.25
598.25,359833,598.25
286.5,82882,286.5
-169.5,28816,169.5
-469.5,233321,469.5
-5.0,110,9.0
147.5,21858,147.5
-51.5,2730,51.5
-274.5,75658,274.5
12.5,549,18.5
295.25,89766,295.25
13.25,183,13.25
-274.0,75290,274.0
-1768.75,3128518,1768.75
-872.5,761934,872.5
-32.25,3134,45.75
61.25,9491,75.75
-4101.5,16822394,4101.5
-1251.75,1567512,1251.75
7936.75,62992821,7936.75
-3187.75,10164815,3187.75
-1470.0,2163768,1470.0
-1986.75,3947714,1986.75
-612.75,375481,612.75
-2675.25,7158624,2675.25
-436.0,190202,436.0
-4610.25,21255768,4610.25
-2659.75,7074288,2659.75
-3531.5,12480778,3531.5
-975.75,953167,975.75
619.5,386188,619.5
-3183.25,10139846,3183.25
2112.75,4492983,2112.75
3473.5,12128494,3473.5
703.75,502310,703.75
1142.0,1309716,1142.0
2924.75,8555097,2924.75
1806.75,3264564,1806.75
1702.75,2903086,1702.75
1926.25,3715379,1926.25
624.75,395048,624.75
876.75,770213,876.75
3666.75,13445076,3666.75
1347.5,1817320,1347.5
919.0,844856,919.0
1076.5,1163588,1076.5
2543.75,6475889,2543.75
914.5,838387,914.5
1739.75,3032639,1739.75
1979.75,3919891,1979.75
3184.0,10138016,3184.0
360.0,132866,360.0
-427.0,183260,427.0
1067.25,1139387,1067.25
1121.0,1256886,1121.0
-5369.75,28840934,5369.75
2780.25,7734516,2780.25
3014.5,9090412,3014.5
2851.75,8132793,2851.75
5160.75,26637887,5160.75
1641.5,2694962,1641.5
2801.0,7852480,2801.0
-237.75,68695,237.75
862.0,756798,862.0
3359.75,11289968,3359.75
2208.5,4881656,2208.5
3029.25,9177510,3029.25
2234.5,4993522,2234.5
1526.75,2337128,1526.75
462.5,214670,462.5
1451.75,2107628,1451.75
-270.75,75635,270.75
489.0,244352,489.0
577.75,334423,577.75
2825.0,7981264,2825.0
1078.75,1164520,1078.75
683.25,467874,683.25
105.5,12030,105.5
1918.75,3682877,1918.75
-1778.0,3161390,1778.0
-2243.75,5039142,2243.75
203.5,77352,203.5
-1508.5,2283621,1508.5
1235.5,1530259,1235.5
3394.25,11522739,3394.25
-3769.25,14207598,3769.25
307.0,95286,307.0
619.5,386188,619.5
-1290.75,1666046,1290.75
-2793.0,7804336,2793.0
-3405.75,11599838,3405.75
-1834.25,3364506,1834.25
-2954.0,8726134,2954.0
-1725.0,2978038,1725.0
-1465.0,2146906,1465.0
1559.5,2437380,1559.5
-826.5,683480,826.5
2043.25,4250914,2043.25
-25.0,12302,106.0
-4011.25,16091401,4011.25
62.25,6169,62.25
-1176.5,1384232,1176.5
-2914.5,8494432,2914.5
-1647.25,2729653,1647.25
-3185.75,10149154,3185.75
-1437.5,2066482,1437.5
-2997.5,8987455,2997.5
430.5,186461,430.5
-1841.25,3390304,1841.25
1308.75,1712890,1308.75
-1783.75,3181865,1783.75
1405.5,1979154,1405.5
-1381.25,1907971,1381.25
1028.25,1057355,1028.25
-4009.25,16075160,4009.25
-10.0,3374,56.5
-547.0,299368,547.0
-834.25,696571,834.25
-480.75,231721,480.75
-981.0,962368,981.0
-4932.5,24330993,4932.5
-784.75,617084,784.75
-3112.25,9688927,3112.25
-2829.25,8004782,2829.25
-3165.25,10019058,3165.25
-1518.0,2305183,1518.0
-1883.5,3551100,1883.5
-2388.5,5705138,2388.5
-2388.5,5705138,2388.5
-560.5,316442,560.5
-1662.0,2762280,1662.0
-3482.75,12131889,3482.75
-1458.75,2135749,1458.75
-3355.0,11256076,3355.0
-2848.75,8116093,2848.75
-3494.75,12213982,3494.75
-1929.5,3723456,1929.5
-2190.25,4798036,2190.25
-2517.0,6335792,2517.0
-2616.0,6843694,2616.0
-3632.75,13198488,3632.75
-2552.25,6514258,2552.25
-997.5,995389,997.5
-2712.5,7358566,2712.5
-3095.0,9580546,3095.0
-2450.0,6002988,2450.0
-1218.75,1486246,1218.75
-537.5,289138,537.5
-1610.5,2595774,1610.5
-2435.0,5929250,2435.0
-1967.75,3872074,1967.75
-2827.5,7997158,2827.5
-2503.75,6268778,2503.75
-1834.0,3363858,1834.0
-1933.0,3736586,1933.0
-2072.0,4294392,2072.0
-1962.75,3852428,1962.75
-2082.75,4344482,2082.75
-6185.5,38260504,6185.5
-6235.0,38876768,6235.0
-6302.0,39718329,6302.0
-6269.0,39306260,6269.0
-1658.5,2750655,1658.5
-1843.25,3397770,1843.25
471.25,222371,471.25
1693.75,2887360,1693.75
-4247.5,18041704,4247.5
-2853.5,8142895,2853.5
-506.5,256690,506.5
-2257.5,5096440,2257.5
-28.75,2004,33.25
-2662.5,7089849,2662.5
-1261.0,1591114,1261.0
-1330.75,1776880,1330.75
-1209.75,1463529,1209.75
-2799.5,7837236,2799.5
1105.75,1222916,1105.75
88.75,8452,88.75
-1862.25,3469331,1862.25
-673.0,452998,673.0
-4420.5,19542076,4420.5
-4242.5,18001310,4242.5
-1896.75,3603028,1896.75
-4007.0,16056170,4007.0
-280.75,78856,280.75
-2243.75,5034678,2243.75
-2713.25,7362585,2713.25
-2516.75,6334723,2516.75
-3402.5,11582738,3402.5
-3912.25,15307572,3912.25
-2735.75,7484552,2735.75
-3869.0,14969498,3869.0
-2204.25,4861978,2204.25
-3164.0,10012692,3164.0
-2432.0,5914832,2432.0
-3707.5,13748114,3707.5
47.75,2580,47.75
-2036.75,4149055,2036.75
-2037.25,4155329,2037.25
-3955.0,15643204,3955.0
-2895.75,8386295,2895.75
750.0,563774,750.0
-368.25,137566,368.25
-1435.5,2062828,1435.5
301.0,90933,301.0
-1813.25,3289091,1813.25
-2128.75,4531581,2128.75
-626.5,392782,626.5
-1105.5,1222158,1105.5
-977.25,955360,977.25
2229.5,4970715,2229.5
-1011.25,1022634,1011.25
2483.0,6165362,2483.0
-1252.0,1567627,1252.0
-1900.75,3613109,1900.75
-750.25,562913,750.25
111.5,14169,111.5
-1997.0,3988026,1997.0
-3181.75,10138364,3181.75
578.75,335046,578.75
-2564.25,6578295,2564.25
196.75,39519,196.75
198.5,48242,198.5
-1254.75,1576238,1254.75
-983.75,969930,983.75
-175.25,158121,348.25
1074.75,1155104,1074.75
-1977.25,3909680,1977.25
-841.5,708318,841.5
1202.75,1450998,1202.75
-201.75,43620,201.75
834.75,697624,834.75
-642.25,412684,642.25
263.5,69860,263.5
-8.75,428,17.75
1059.0,1122268,1059.0
642.75,415511,642.75
1017.75,1044107,1017.75
283.5,81886,283.5
246.25,64377,246.25
-1923.25,3700283,1923.25
26.75,1249,26.75
114.0,13202,114.0
-1269.25,1614567,1269.25
-1679.0,2819140,1679.0
-1680.75,2825064,1680.75
-2509.5,6297672,2509.5
-1150.5,1330272,1150.5
-412.5,171124,412.5
-462.25,214048,462.25
-52.75,2810,52.75
-781.0,610124,781.0
-1587.75,2535049,1587.75
-1513.25,2291107,1513.25
60.0,3844,60.0
3466.25,12014917,3466.25
-743.0,552936,743.0
-348.25,121472,348.25
-166.25,27726,166.25
-175.0,32210,175.0
-475.0,225951,475.0
99.25,10125,99.25
-1967.5,3964316,1967.5
758.25,576100,758.25
-438.75,193095,438.75
809.25,656717,809.25
-1702.25,2897670,1702.25
-2145.5,4606045,2145.5
-2004.0,4029156,2004.0
188.5,48664,188.5
595.5,363646,595.5
-1682.0,2830826,1682.0
-2271.5,5169829,2271.5
-1618.75,2620410,1618.75
-2102.25,4419649,2102.25
668.0,447520,668.0
-1173.0,1376088,1173.0
-461.25,212755,461.25
729.0,531727,729.0
-450.0,202704,450.0
-2409.0,5803554,2409.0
-1040.75,1083623,1040.75
-1681.75,2828297,1681.75
-427.25,182977,427.25
2753.25,7589143,2753.25
2859.5,8176915,2859.5
64.0,4626,64.0
-266.5,91242,266.5
-909.75,827672,909.75
-256.25,66500,256.25
-3072.25,9459849,3072.25
2297.25,5277438,2297.25
-605.25,375691,605.25
-1644.25,2703580,1644.25
-1133.0,1283718,1133.0
-1615.25,2610581,1615.25
1854.5,3439656,1854.5
498.75,248769,498.75
1004.25,1008559,1004.25
462.25,213763,462.25
-1303.75,1701771,1303.75
-239.0,57306,239.0
450.75,203191,450.75
-364.5,133682,364.5
290.0,84134,290.0
-1274.0,1632175,1274.0
-682.75,466979,682.75
-3922.75,15391307,3922.75
-900.25,817264,900.25
1057.5,1118326,1057.5
468.5,220074,468.5
-1979.25,3917838,1979.25
-1539.5,2370122,1539.5
211.0,44524,211.0
448.25,201103,448.25
-436.5,190651,436.5
635.5,404510,635.5
167.75,34089,167.75
161.75,26231,161.75
-1203.25,1448103,1203.25
-2669.25,7136629,2669.25
963.5,928568,963.5
661.75,438112,661.75
-207.25,43270,207.25
-1025.0,1051558,1025.0
1221.25,1491660,1221.25
-1017.25,1035814,1017.25
-1352.75,1829980,1352.75
-924.75,855193,924.75
-1412.5,2001124,1412.5
-1086.0,1179402,1086.0
-220.75,49191,220.75
-253.25,65059,253.25
-759.0,576989,759.0
-840.75,706891,840.75
-941.5,886514,941.5
1621.75,2632652,1621.75
1727.0,2982591,1727.0
402.25,161815,402.25
4295.0,18447902,4295.0
-1326.25,1760086,1326.25
-499.5,249515,499.5
-1530.75,2345256,1530.75
540.5,293271,540.5
294.75,88265,294.75
1740.25,3028695,1740.25
-1938.25,3756919,1938.25
-1578.0,2490182,1578.0
-1325.25,1757361,1325.25
-1764.0,3116094,1764.0
-2379.75,5663863,2379.75
-2759.0,7614274,2759.0
-2023.75,4097351,2023.75
-733.0,537439,733.0
-1161.5,1349115,1161.5
1645.75,2708512,1645.75
-1409.5,1986753,1409.5
-181.0,33048,181.0
1572.0,2471214,1572.0
-1835.5,3369193,1835.5
44.0,12971,105.0
72.0,5188,72.0
2413.5,5825048,2413.5
2236.5,5002082,2236.5
1899.25,3607224,1899.25
2144.5,4598968,2144.5
1950.5,3805422,1950.5
2294.75,5267528,2294.75
1688.25,2850801,1688.25
-1548.0,2403973,1548.0
1791.25,3209137,1791.25
2256.75,5093044,2256.75
2480.75,6154553,2480.75
1503.5,2262236,1503.5
1761.25,3102107,1761.25
1594.75,2543676,1594.75
1719.0,2957310,1719.0
1739.5,3025934,1739.5
-1583.75,2508479,1583.75
34.25,1213,34.25
-357.5,128040,357.5
-1674.75,2804911,1674.75
-1810.75,3280817,1810.75
36.5,4427,55.5
-1506.5,2269575,1506.5
-252.75,63904,252.75
2436.75,5942977,2436.75
2416.25,5840948,2416.25
2416.25,5840948,2416.25
-1310.25,1716814,1310.25
-2063.5,4258484,2063.5
1756.75,3087352,1756.75
-329.5,108722,329.5
-12408.0,153962466,12408.0
1923.5,3700592,1923.5
1782.25,3176547,1782.25
1856.75,3455586,1856.75
1766.0,3119074,1766.0
1958.0,3834612,1958.0
-883.5,788352,883.5
386.0,150052,386.0
-980.25,964330,980.25
-1215.5,1484272,1215.5
-1156.5,1337818,1156.5
-883.5,784104,883.5
975.75,952198,975.75
-900.25,810749,900.25
777.25,604363,777.25
71.25,5148,71.25
-957.75,928186,957.75
-660.5,436272,660.5
1642.0,2696410,1642.0
1545.0,2387058,1545.0
-277.25,76923,277.25
-1473.75,2172604,1473.75
1782.25,3176547,1782.25
-1644.75,2708518,1644.75
1304.25,1702914,1304.25
1939.0,3760542,1939.0
2839.75,8066564,2839.75
-681.0,465611,681.0
2585.5,6685682,2585.5
-116.75,14094,116.75
-708.75,508235,708.75
-424.25,180316,424.25
1168.25,1364875,1168.25
-503.25,253369,503.25
-2541.75,6460824,2541.75
-352.5,128228,352.5
-825.5,683820,825.5
-926.75,858968,926.75
-1978.5,3916824,1978.5
43.0,5954,64.0
-1734.5,3009180,1734.5
-320.25,103053,320.25
-1011.75,1023716,1011.75
1118.0,1249945,1118.0
-665.25,442861,665.25
-893.25,797904,893.25
-205.0,43183,205.0
-1654.0,2735734,1654.0
-2014.0,4056458,2014.0
791.0,627718,791.0
257.0,66958,257.0
1551.0,2406899,1551.0
-1514.0,2294990,1514.0
12.5,632,21.0
-1136.5,1291760,1136.5
382.5,151828,382.5
-2215.5,4908674,2215.5
-819.0,672275,819.0
252.5,64188,252.5
-1525.75,2330099,1525.75
319.5,102784,319.5
-212.5,45484,212.5
17.25,326,17.25
-897.25,817014,897.25
-817.25,673194,817.25
212.0,46240,212.0
-1008.5,1032222,1008.5
-48.0,2308,48.0
899.75,819043,899.75
301.25,91614,301.25
307.0,95306,307.0
3430.25,11766631,3430.25
-1282.0,1643984,1282.0
-100.25,10226,100.25
856.75,735503,856.75
223.25,50143,223.25
-934.5,873490,934.5
1212.5,1470522,1212.5
-798.0,646338,798.0
1286.0,1660382,1286.0
-40.75,1804,40.75
1477.5,2187732,1477.5
-1053.75,1110395,1053.75
-2813.0,7914208,2813.0
2006.25,4025141,2006.25
-354.0,126617,354.0
-567.5,325402,567.5
-1500.75,2253764,1500.75
1453.0,2111467,1453.0
127.25,21398,127.25
1255.25,1579925,1255.25
-817.0,667493,817.0
-981.5,963799,981.5
3159.25,9984055,3159.25
357.75,128329,357.75
-999.5,999033,999.5
1004.0,1008718,1004.0
-1127.75,1274096,1127.75
-886.5,786208,886.5
-629.25,395999,629.25
-901.0,812448,901.0
-254.75,67302,254.75
-1061.25,1128090,1061.25
-2426.0,5885554,2426.0
732.0,540116,732.0
-1292.5,1670564,1292.5
-463.5,216134,463.5
-1296.5,1684512,1296.5
-4131.0,17065850,4131.0
747.5,560567,747.5
560.25,314192,560.25
263.75,69870,263.75
162.5,26420,162.5
294.5,89882,294.5
169.0,32414,169.0
282.75,79981,282.75
-444.5,198172,444.5
324.5,106652,324.5
-763.25,640750,763.25
-633.0,403150,633.0
-1151.5,1330178,1151.5
-1273.5,1624722,1273.5
951.0,907911,951.0
-1379.0,1909750,1379.0
1372.25,1883855,1372.25
-1915.0,3667588,1915.0
-360.5,132191,360.5
-1703.25,2901549,1703.25
-1003.5,1009204,1003.5
845.75,715445,845.75
875.5,766647,875.5
1895.0,3591098,1895.0
-1129.0,1282690,1129.0
-2710.5,7349143,2710.5
-364.75,133139,364.75
-815.25,664761,815.25
-3052.25,9316526,3052.25
-1090.5,1191685,1090.5
-2525.25,6377115,2525.25
-3046.25,9280346,3046.25
868.75,757928,868.75
-2890.75,8359127,2890.75
-2771.75,7688311,2771.75
-328.5,108467,328.5
874.75,765196,874.75
-639.25,409051,639.25
2661.75,7085284,2661.75
-2923.5,8553184,2923.5
-590.5,349026,590.5
1154.5,1333104,1154.5
-1158.75,1346142,1158.75
-764.5,585256,764.5
1002.0,1004200,1002.0
102.5,10630,102.5
-2127.5,4528034,2127.5
-123.5,16898,123.5
-2476.5,6133104,2476.5
-33.25,1539,33.25
-2917.5,8511959,2917.5
326.25,106481,326.25
300.75,90473,300.75
1055.75,1115050,1055.75
-1504.75,2264432,1504.75
-2177.5,4741664,2177.5
-2224.0,4946212,2224.0
-779.0,607316,779.0
-1470.0,2160990,1470.0
-1944.0,3781978,1944.0
-452.0,204756,452.0
-265.25,70568,265.25
589.75,348434,589.75
-1926.25,3712593,1926.25
-35.25,6535,72.75
155.0,24448,155.0
1901.25,3615708,1901.25
-1548.5,2397902,1548.5
198.0,39394,198.0
831.5,691494,831.5
-1285.75,1654602,1285.75
-752.0,566162,752.0
-831.75,692350,831.75
2059.25,4241312,2059.25
-1583.25,2507277,1583.25
-675.5,457256,675.5
-1443.5,2083704,1443.5
-1750.75,3095174,1750.75
233.25,54447,233.25
-1266.75,1604659,1266.75
-1123.5,1262262,1123.5
-2229.0,4971154,2229.0
-1493.5,2230568,1493.5
-387.25,151724,387.25
-159.0,25311,159.0
-1031.0,1065768,1031.0
1922.25,3696607,1922.25
905.75,820645,905.75
-1053.25,1112091,1053.25
2808.25,7886737,2808.25
-1659.25,2754995,1659.25
-1070.5,1149650,1070.5
1959.75,3841546,1959.75
-2331.0,5434380,2331.0
57.75,4253,57.75
-608.75,371387,608.75
1196.0,1431172,1196.0
4045.0,16362354,4045.0
-347.75,121070,347.75
880.0,775645,880.0
1857.75,3451706,1857.75
3851.5,14838150,3851.5
1175.0,1381538,1175.0
1298.5,1686910,1298.5
1782.25,3176660,1782.25
-891.0,793898,891.0
1476.25,2193550,1476.25
1359.75,1850094,1359.75
1558.5,2429932,1558.5
-582.5,341254,582.5
1265.75,1606187,1265.75
203.5,41774,203.5
-768.75,591033,768.75
-3604.25,12998386,3604.25
-525.5,278055,525.5
742.25,551024,742.25
546.0,304094,546.0
550.75,303913,550.75
461.5,214901,461.5
113.5,16278,113.5
39.5,1714,39.5
344.75,119230,344.75
-537.25,288921,537.25
637.75,416064,637.75
-682.25,467534,682.25
-6.0,774,27.0
567.25,322103,567.25
1013.75,1029319,1013.75
-679.75,462605,679.75
152.75,24011,152.75
-33.75,5744,67.75
-620.5,387362,620.5
-521.75,272336,521.75
-807.5,655965,807.5
-763.75,583427,763.75
-793.5,630665,793.5
768.5,591195,768.5
-461.0,212538,461.0
-1042.75,1090015,1042.75
-354.75,126909,354.75
-1605.0,2578809,1605.0
-222.75,51852,222.75
389.25,151707,389.25
2019.25,4077434,2019.25
1132.25,1282620,1132.25
-1789.0,3200630,1789.0
154.0,24782,154.0
471.0,221870,471.0
336.25,113894,336.25
157.5,27371,157.5
-559.75,313431,559.75
400.5,160562,400.5
-225.75,52257,225.75
-187.5,35838,187.5
852.25,727228,852.25
-175.75,30956,175.75
410.75,169585,410.75
-213.5,46320,213.5
-92.25,11096,92.25
-1180.25,1393131,1180.25
-483.25,234231,483.25
-206.5,43380,206.5
-288.0,82968,288.0
-221.0,48874,221.0
1036.75,1077086,1036.75
1732.0,3001206,1732.0
1665.0,2772595,1665.0
-9.5,426,18.0
-274.75,75738,274.75
776.5,604865,776.5
497.5,247804,497.5
-884.5,785002,884.5
1673.25,2800688,1673.25
1130.25,1277470,1130.25
292.75,86446,292.75
793.25,629579,793.25
516.75,267312,516.75
-130.75,17163,130.75
160.25,25741,160.25
-179.5,32228,179.5
1296.75,1705088,1296.75
993.5,987572,993.5
447.0,199839,447.0
723.25,525184,723.25
0.75,39548,198.75
457.5,210713,457.5
981.75,969316,981.75
693.75,482750,693.75
1470.25,2161735,1470.25
879.75,776497,879.75
-688.5,476570,688.5
387.75,151739,387.75
-476.25,232049,476.25
-393.5,154888,393.5
976.75,954096,976.75
1046.0,1094118,1046.0
766.75,588019,766.75
1698.5,2884916,1698.5
572.0,328042,572.0
1148.75,1319709,1148.75
557.75,311241,557.75
1822.75,3348959,1822.75
602.25,362710,602.25
-48.5,5027,51.5
660.0,435756,660.0
