O*NET-SOC Code,Title,Originality Combined,Technology Design Combined,Thinking Creatively Combined,Writing Combined
39-6012.00,Concierges,1.8571428571428568,1.0942857142857143,2.843571428571429,1.75
39-7011.00,Tour Guides and Escorts,1.467857142857143,1.0549142857142857,1.839742857142857,1.4017857142857142
39-7012.00,Travel Guides,1.9285714285714288,1.1071428571428572,2.967428571428572,1.9842857142857144
39-9011.00,Childcare Workers,1.7734857142857143,1.0942857142857143,2.393714285714286,1.822857142857143
39-9011.01,Nannies,1.9085714285714288,1.1257142857142857,2.563428571428571,1.822857142857143
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.8571428571428568,1.1071428571428572,3.023857142857143,1.6942857142857144
39-9032.00,Recreation Workers,2.06,1.1257142857142857,3.2779428571428566,1.9449142857142856
39-9041.00,Residential Advisors,1.8057142857142856,1.1106285714285715,2.1286,1.8571428571428568
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.8914285714285717,1.1106285714285715,1.6894714285714283,2.0342857142857143
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1.9077714285714285,1.0357142857142856,2.252714285714286,2.4971428571428573
41-2011.00,Cashiers,1.2857142857142856,1.0,1.2811428571428571,1.3392000000000002
41-2012.00,Gambling Change Persons and Booth Cashiers,1.302857142857143,1.0,1.3760285714285714,1.655
41-2021.00,Counter and Rental Clerks,1.3785714285714286,1.0664285714285715,1.8429571428571427,1.8571428571428568
41-2022.00,Parts Salespersons,1.625,1.0357142857142856,2.4459714285714287,1.7857142857142856
41-2031.00,Retail Salespersons,1.7036571428571428,1.1257142857142857,1.9122285714285716,1.8571428571428568
41-3011.00,Advertising Sales Agents,2.086428571428572,1.1408,3.2507999999999995,2.023657142857143
41-3021.00,Insurance Sales Agents,1.75,1.0803571428571428,2.2445285714285714,2.354914285714286
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",1.8571428571428568,1.077942857142857,2.0974,2.19
41-3041.00,Travel Agents,1.8571428571428568,1.0942857142857143,1.8642,1.9085714285714288
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2.0342857142857143,1.231428571428571,1.6355,2.2308
41-4011.07,Solar Sales Representatives and Assessors,1.8571428571428568,1.1734857142857142,2.232028571428572,1.9085714285714288
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1.8571428571428568,1.0664285714285715,2.657542857142857,2.044642857142857
41-9011.00,Demonstrators and Product Promoters,1.8057142857142856,1.1106285714285715,1.9933,1.8571428571428568
41-9012.00,Models,1.4542857142857144,1.0357142857142856,2.3788,1.2857142857142856
41-9021.00,Real Estate Brokers,1.5614285714285714,1.0206285714285714,2.4976000000000003,2.19
41-9022.00,Real Estate Sales Agents,1.7385714285714284,1.0549142857142857,2.746642857142857,2.19
41-9031.00,Sales Engineers,2.275,1.7200000000000002,2.812142857142857,2.571428571428571
41-9041.00,Telemarketers,1.3785714285714286,1.0089285714285714,2.480457142857143,1.5357142857142858
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.8057142857142856,1.0803571428571428,1.6821714285714284,1.7385714285714284
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,2.1492,1.0442857142857145,2.387928571428571,2.4732142857142856
43-2011.00,"Switchboard Operators, Including Answering Service",1.25,1.0,1.1354714285714285,1.595
43-2021.00,Telephone Operators,1.22,1.0089285714285714,1.4618857142857145,1.4017857142857142
43-3011.00,Bill and Account Collectors,1.5614285714285714,1.0,1.4270285714285715,2.0028571428571427
43-3021.00,Billing and Posting Clerks,1.25,1.0135714285714286,1.4778285714285713,1.822857142857143
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1.22,1.0020571428571428,1.5638285714285716,1.9449142857142856
43-3041.00,Gambling Cage Workers,1.3008,1.0,1.2964,1.8571428571428568
43-3051.00,Payroll and Timekeeping Clerks,1.3392000000000002,1.0206285714285714,1.7933285714285714,1.9449142857142856
43-3061.00,Procurement Clerks,1.4435714285714285,1.0357142857142856,1.6278142857142857,2.216428571428572
43-3071.00,Tellers,1.4017857142857142,1.0271428571428571,1.725142857142857,1.8571428571428568
43-4011.00,Brokerage Clerks,1.5508,1.0,1.3011285714285714,2.06
43-4021.00,Correspondence Clerks,1.7385714285714284,1.0089285714285714,1.498342857142857,2.765714285714286
43-4031.00,"Court, Municipal, and License Clerks",1.3571428571428572,1.0535714285714286,1.5333142857142856,2.19
43-4041.00,"Credit Authorizers, Checkers, and Clerks",1.3392000000000002,1.0,1.4178571428571427,1.9449142857142856
43-4051.00,Customer Service Representatives,1.655,1.1106285714285715,1.6790000000000005,1.8571428571428568
43-4061.00,"Eligibility Interviewers, Government Programs",1.5614285714285714,1.0089285714285714,1.8112,2.524285714285714
43-4071.00,File Clerks,1.6714285714285717,1.0206285714285714,2.055871428571429,1.9085714285714288
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",1.6391999999999998,1.1106285714285715,1.7693714285714286,1.7734857142857143
43-4111.00,"Interviewers, Except Eligibility and Loan",1.4821428571428572,1.0135714285714286,2.0197142857142856,2.086428571428572
43-4121.00,"Library Assistants, Clerical",1.32,1.0206285714285714,2.0241,1.8571428571428568
43-4131.00,Loan Interviewers and Clerks,1.6364285714285711,1.0803571428571428,2.180771428571429,2.4522285714285714
43-4141.00,New Accounts Clerks,1.28,1.0089285714285714,1.3003857142857145,1.8571428571428568
43-4151.00,Order Clerks,1.3571428571428572,1.0089285714285714,1.9971285714285711,1.9085714285714288
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1.4821428571428572,1.0664285714285715,1.830514285714286,2.2928571428571427
43-4171.00,Receptionists and Information Clerks,1.394285714285714,1.0,1.3489142857142855,1.8571428571428568
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,1.6875,1.0357142857142856,1.5716571428571429,1.9085714285714288
43-5011.00,Cargo and Freight Agents,1.4017857142857142,1.0206285714285714,1.9614,1.8571428571428568
43-5011.01,Freight Forwarders,1.6875,1.0803571428571428,3.2422,2.0028571428571427
43-5021.00,Couriers and Messengers,1.335714285714286,1.0206285714285714,1.3503571428571428,1.7857142857142856
43-5031.00,Public Safety Telecommunicators,1.7200000000000002,1.0803571428571428,2.1811,1.8571428571428568
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",1.6875,1.0664285714285715,1.822857142857143,1.872228571428572
43-5041.00,"Meter Readers, Utilities",1.3571428571428572,1.0442857142857145,1.5861142857142858,1.6364285714285711
43-5051.00,Postal Service Clerks,1.268571428571429,1.0357142857142856,1.4849285714285714,1.8057142857142856
43-5052.00,Postal Service Mail Carriers,1.197142857142857,1.0,1.1326857142857143,1.3392000000000002
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.2036571428571428,1.0,1.297414285714286,1.335714285714286
43-5061.00,"Production, Planning, and Expediting Clerks",1.5614285714285714,1.1257142857142857,2.0782857142857143,1.9085714285714288
43-5071.00,"Shipping, Receiving, and Inventory Clerks",1.3392000000000002,1.1106285714285715,1.7228571428571426,1.6364285714285711
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.3785714285714286,1.0271428571428571,1.8289714285714287,1.8057142857142856
43-6011.00,Executive Secretaries and Executive Administrative Assistants,1.8571428571428568,1.0803571428571428,2.5015,2.4732142857142856
43-6012.00,Legal Secretaries and Administrative Assistants,1.5207142857142857,1.0271428571428571,1.9297714285714287,2.596342857142857
43-6013.00,Medical Secretaries and Administrative Assistants,1.2857142857142856,1.0089285714285714,1.7722,1.9085714285714288
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.2857142857142856,1.0357142857142856,1.8742857142857143,2.375
43-9021.00,Data Entry Keyers,1.2857142857142856,1.0206285714285714,1.8685714285714288,1.8571428571428568
43-9022.00,Word Processors and Typists,1.22,1.0942857142857143,1.731542857142857,2.044642857142857
43-9031.00,Desktop Publishers,2.596342857142857,1.22,3.124,2.096342857142857
43-9041.00,Insurance Claims and Policy Processing Clerks,1.3785714285714286,1.0020571428571428,1.3666857142857145,1.9449142857142856
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",1.2857142857142856,1.0089285714285714,1.5518,1.7385714285714284
43-9061.00,"Office Clerks, General",1.32,1.0206285714285714,1.6026,1.9449142857142856
43-9071.00,"Office Machine Operators, Except Computer",1.3392000000000002,1.0803571428571428,2.097714285714286,1.7385714285714284
43-9081.00,Proofreaders and Copy Markers,1.2036571428571428,1.0,1.3799,2.4971428571428573
43-9111.00,Statistical Assistants,1.8914285714285717,1.1257142857142857,1.8688,2.3392857142857144
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1.6942857142857144,1.1734857142857142,1.9466714285714288,2.06
45-2011.00,Agricultural Inspectors,1.5785714285714287,1.0803571428571428,1.672,2.096342857142857
45-2021.00,Animal Breeders,1.2363428571428572,1.0089285714285714,1.388842857142857,1.6875
45-2041.00,"Graders and Sorters, Agricultural Products",1.0336571428571428,1.0,1.4747428571428571,1.2464285714285714
45-2091.00,Agricultural Equipment Operators,1.2208,1.0357142857142856,1.984114285714286,1.28
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.4628571428571429,1.0535714285714286,2.0459428571428573,1.625
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.5207142857142857,1.0206285714285714,1.6986571428571429,1.6364285714285711
45-3031.00,Fishing and Hunting Workers,1.595,1.0535714285714286,2.6730857142857145,1.3785714285714286
45-4011.00,Forest and Conservation Workers,1.4906285714285716,1.0206285714285714,2.1121,1.5508
45-4021.00,Fallers,1.2825,1.0,1.0661142857142858,1.157142857142857
45-4022.00,Logging Equipment Operators,1.3392000000000002,1.0089285714285714,2.194171428571429,1.595
45-4023.00,Log Graders and Scalers,1.4542857142857144,1.0206285714285714,1.8492,1.8571428571428568
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,1.837942857142857,1.0535714285714286,2.491342857142857,1.8914285714285717
47-1011.03,Solar Energy Installation Managers,1.837942857142857,1.2036571428571428,2.0771714285714284,1.9285714285714288
47-2011.00,Boilermakers,1.32,1.0549142857142857,1.6953714285714288,1.6665142857142858
47-2021.00,Brickmasons and Blockmasons,1.4906285714285716,1.0664285714285715,2.2006,1.3785714285714286
47-2022.00,Stonemasons,1.655,1.1408,2.617257142857143,1.5508
47-2031.00,Carpenters,1.8057142857142856,1.0942857142857143,2.498828571428571,1.7036571428571428
47-2041.00,Carpet Installers,1.3785714285714286,1.0885714285714283,1.8859142857142857,1.25
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",1.4959857142857145,1.0135714285714286,2.242,1.4435714285714285
47-2043.00,Floor Sanders and Finishers,1.2857142857142856,1.0206285714285714,2.498,1.3008
47-2044.00,Tile and Stone Setters,1.7200000000000002,1.0664285714285715,2.5947,1.2857142857142856
47-2051.00,Cement Masons and Concrete Finishers,1.32,1.0803571428571428,2.0865,1.268571428571429
47-2053.00,Terrazzo Workers and Finishers,1.2857142857142856,1.0206285714285714,2.044,1.2036571428571428
47-2061.00,Construction Laborers,1.2857142857142856,1.0442857142857145,2.3171714285714287,1.3571428571428572
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.2036571428571428,1.0664285714285715,1.9104142857142856,1.2036571428571428
47-2072.00,Pile Driver Operators,1.2363428571428572,1.0357142857142856,2.3885714285714283,1.335714285714286
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.3392000000000002,1.1071428571428572,2.089785714285714,1.268571428571429
47-2081.00,Drywall and Ceiling Tile Installers,1.3785714285714286,1.0803571428571428,1.6035857142857144,1.3008
47-2082.00,Tapers,1.2142857142857144,1.0020571428571428,1.4038285714285714,1.2857142857142856
47-2111.00,Electricians,1.8057142857142856,1.32,2.4365428571428573,1.8914285714285717
47-2121.00,Glaziers,1.3571428571428572,1.0803571428571428,2.3796714285714287,1.3785714285714286
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.4179428571428572,1.1071428571428572,1.8667,1.3392000000000002
47-2132.00,"Insulation Workers, Mechanical",1.3571428571428572,1.0357142857142856,2.1732571428571426,1.2857142857142856
47-2141.00,"Painters, Construction and Maintenance",1.2857142857142856,1.0206285714285714,2.411514285714285,1.2857142857142856
47-2142.00,Paperhangers,1.25,1.0089285714285714,1.5680714285714286,1.2857142857142856
47-2151.00,Pipelayers,1.2857142857142856,1.0549142857142857,1.6942428571428572,1.2857142857142856
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",1.5614285714285714,1.1106285714285715,2.103142857142857,1.625
47-2152.04,Solar Thermal Installers and Technicians,1.8057142857142856,1.335714285714286,2.7607857142857144,1.837942857142857
47-2161.00,Plasterers and Stucco Masons,1.5300000000000002,1.0942857142857143,2.2177,1.36
47-2171.00,Reinforcing Iron and Rebar Workers,1.32,1.0942857142857143,1.6826285714285716,1.2036571428571428
47-2181.00,Roofers,1.4017857142857142,1.0803571428571428,2.2837,1.2857142857142856
47-2211.00,Sheet Metal Workers,1.4821428571428572,1.12,1.9528571428571428,1.3571428571428572
47-2221.00,Structural Iron and Steel Workers,1.625,1.1785714285714286,1.8848000000000005,1.4249999999999998
47-2231.00,Solar Photovoltaic Installers,1.4691999999999998,1.1734857142857142,2.055357142857143,1.5142857142857142
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.25,1.1106285714285715,2.2096,1.25
47-3012.00,Helpers--Carpenters,1.51,1.1257142857142857,2.1438571428571427,1.4249999999999998
47-3013.00,Helpers--Electricians,1.3785714285714286,1.0135714285714286,2.7381857142857142,1.4179428571428572
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.3034857142857144,1.0,1.3839285714285714,1.25
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.32,1.0549142857142857,3.0332,1.2142857142857144
47-3016.00,Helpers--Roofers,1.3125,1.077942857142857,2.7576285714285715,1.3785714285714286
47-4011.00,Construction and Building Inspectors,1.75,1.0803571428571428,1.9270857142857143,1.9449142857142856
47-4011.01,Energy Auditors,1.8571428571428568,1.25,2.0610285714285714,2.4522285714285714
47-4021.00,Elevator and Escalator Installers and Repairers,1.6875,1.157142857142857,1.4637857142857142,1.6875
47-4031.00,Fence Erectors,1.22,1.0442857142857145,1.5306857142857142,1.2857142857142856
47-4041.00,Hazardous Materials Removal Workers,1.6875,1.0357142857142856,1.8787,1.822857142857143
47-4051.00,Highway Maintenance Workers,1.32,1.0549142857142857,2.112042857142857,1.3008
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,1.3785714285714286,1.0803571428571428,2.2420857142857145,1.3785714285714286
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1.3571428571428572,1.1257142857142857,1.8365714285714283,1.5614285714285714
47-4091.00,Segmental Pavers,1.6364285714285711,1.0714285714285714,2.1253714285714285,1.6063428571428573
47-4099.03,Weatherization Installers and Technicians,1.5165142857142857,1.2208,2.118785714285714,1.8057142857142856
47-5011.00,"Derrick Operators, Oil and Gas",1.3571428571428572,1.0020571428571428,1.5636571428571429,1.655
47-5012.00,"Rotary Drill Operators, Oil and Gas",1.5635714285714286,1.0271428571428571,2.3794142857142857,1.8571428571428568
47-5013.00,"Service Unit Operators, Oil and Gas",1.5508,1.0271428571428571,2.395428571428572,1.8571428571428568
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1.302857142857143,1.1408,2.2393857142857145,1.51
47-5023.00,"Earth Drillers, Except Oil and Gas",1.4179428571428572,1.1408,2.226285714285714,1.4691999999999998
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.8057142857142856,1.12,2.475,1.7734857142857143
47-5041.00,Continuous Mining Machine Operators,1.36,1.0664285714285715,1.8722285714285716,1.32
47-5043.00,"Roof Bolters, Mining",1.3392000000000002,1.0020571428571428,1.4286142857142856,1.36
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",1.197142857142857,1.0,1.5370285714285714,1.2857142857142856
47-5051.00,"Rock Splitters, Quarry",1.268571428571429,1.0,1.5807142857142855,1.3392000000000002
47-5071.00,"Roustabouts, Oil and Gas",1.302857142857143,1.0357142857142856,2.277342857142857,1.3008
47-5081.00,Helpers--Extraction Workers,1.4435714285714285,1.1071428571428572,2.2566571428571427,1.4435714285714285
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.845,1.157142857142857,2.722785714285714,2.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.7200000000000002,1.268571428571429,2.113771428571429,1.8571428571428568
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.5677714285714286,1.1408,2.9228428571428573,1.8571428571428568
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.7200000000000002,1.1734857142857142,2.294014285714286,1.8914285714285717
49-2091.00,Avionics Technicians,1.7385714285714284,1.1408,2.2155,2.0028571428571427
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.7200000000000002,1.1339285714285714,2.351,1.7385714285714284
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.4435714285714285,1.197142857142857,2.4522142857142857,1.8571428571428568
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.8571428571428568,1.3808,2.3761428571428573,1.8571428571428568
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.75,1.1257142857142857,2.1397285714285714,1.8057142857142856
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.7734857142857143,1.2208,2.9091571428571426,1.7734857142857143
49-2097.00,Audiovisual Equipment Installers and Repairers,1.7200000000000002,1.1071428571428572,2.5238,1.6875
49-2098.00,Security and Fire Alarm Systems Installers,1.6364285714285711,1.1106285714285715,1.9395142857142853,1.7734857142857143
49-3011.00,Aircraft Mechanics and Service Technicians,1.7734857142857143,1.1734857142857142,2.386,1.8571428571428568
49-3021.00,Automotive Body and Related Repairers,1.6391999999999998,1.1257142857142857,2.6475428571428576,1.4179428571428572
49-3022.00,Automotive Glass Installers and Repairers,1.2857142857142856,1.0549142857142857,2.0962,1.4691999999999998
49-3023.00,Automotive Service Technicians and Mechanics,1.6364285714285711,1.1071428571428572,2.0143,1.595
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.6364285714285711,1.1106285714285715,1.9767142857142856,1.6364285714285711
49-3041.00,Farm Equipment Mechanics and Service Technicians,1.3392000000000002,1.1408,2.257257142857142,1.7036571428571428
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.7200000000000002,1.2036571428571428,2.5309714285714286,1.822857142857143
49-3043.00,Rail Car Repairers,1.5300000000000002,1.1257142857142857,1.971142857142857,1.7385714285714284
49-3051.00,Motorboat Mechanics and Service Technicians,1.394285714285714,1.1106285714285715,1.8216,1.5357142857142858
49-3052.00,Motorcycle Mechanics,1.8571428571428568,1.1257142857142857,2.6769142857142856,1.7200000000000002
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.4906285714285716,1.0803571428571428,1.7885428571428572,1.5785714285714287
49-3091.00,Bicycle Repairers,1.625,1.1885714285714286,1.7450714285714286,1.6714285714285717
49-3092.00,Recreational Vehicle Service Technicians,1.6063428571428573,1.0664285714285715,1.9534857142857145,1.6364285714285711
49-3093.00,Tire Repairers and Changers,1.32,1.0271428571428571,1.8161714285714283,1.3785714285714286
49-9011.00,Mechanical Door Repairers,1.4906285714285716,1.2142857142857144,1.957,1.7200000000000002
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.7385714285714284,1.1106285714285715,2.189757142857143,1.822857142857143
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.655,1.1339285714285714,2.1386285714285718,1.7036571428571428
49-9031.00,Home Appliance Repairers,1.5693714285714286,1.1257142857142857,1.6726,1.6875
49-9041.00,Industrial Machinery Mechanics,1.6665142857142858,1.268571428571429,2.5167571428571427,1.6875
49-9043.00,"Maintenance Workers, Machinery",1.3571428571428572,1.1106285714285715,2.3662,1.4179428571428572
49-9044.00,Millwrights,1.5785714285714287,1.1734857142857142,2.394357142857143,1.655
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.335714285714286,1.0664285714285715,1.6775,1.4821428571428572
49-9051.00,Electrical Power-Line Installers and Repairers,1.5892857142857142,1.1408,1.7774,1.5892857142857142
49-9052.00,Telecommunications Line Installers and Repairers,1.51,1.1106285714285715,2.246314285714286,1.6665142857142858
49-9061.00,Camera and Photographic Equipment Repairers,1.655,1.36,2.4406428571428576,1.6942857142857144
49-9062.00,Medical Equipment Repairers,1.6171428571428572,1.32,1.7196285714285715,1.75
49-9063.00,Musical Instrument Repairers and Tuners,1.6364285714285711,1.1408,2.755,1.7200000000000002
49-9064.00,Watch and Clock Repairers,1.6063428571428573,1.1408,2.149171428571429,1.4017857142857142
49-9071.00,"Maintenance and Repair Workers, General",1.4691999999999998,1.3008,2.9631000000000003,1.7734857142857143
49-9081.00,Wind Turbine Service Technicians,1.7200000000000002,1.1607142857142858,2.1385,1.7385714285714284
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.2857142857142856,1.0,1.3639428571428571,1.5785714285714287
49-9092.00,Commercial Divers,1.8571428571428568,1.0942857142857143,2.216,1.8571428571428568
49-9094.00,Locksmiths and Safe Repairers,1.3785714285714286,1.0942857142857143,2.8437714285714284,1.625
49-9095.00,Manufactured Building and Mobile Home Installers,1.876342857142857,1.2142857142857144,2.982571428571428,1.6665142857142858
49-9096.00,Riggers,1.4435714285714285,1.0442857142857145,1.988342857142857,1.4691999999999998
49-9097.00,Signal and Track Switch Repairers,1.2857142857142856,1.0442857142857145,1.4552571428571428,1.8057142857142856
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",1.2857142857142856,1.0549142857142857,1.914642857142857,1.32
49-9099.01,Geothermal Technicians,1.7200000000000002,1.1885714285714286,2.1627857142857145,1.8571428571428568
51-1011.00,First-Line Supervisors of Production and Operating Workers,2.096342857142857,1.1785714285714286,2.4314714285714283,2.096342857142857
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1.4928571428571429,1.268571428571429,2.670857142857143,1.75
51-2021.00,"Coil Winders, Tapers, and Finishers",1.0942857142857143,1.0803571428571428,1.5539857142857143,1.32
51-2022.00,Electrical and Electronic Equipment Assemblers,1.3392000000000002,1.0803571428571428,1.583257142857143,1.7036571428571428
51-2023.00,Electromechanical Equipment Assemblers,1.2857142857142856,1.1257142857142857,1.6002999999999998,1.4542857142857144
51-2031.00,Engine and Other Machine Assemblers,1.3571428571428572,1.1257142857142857,1.9418285714285712,1.4017857142857142
51-2041.00,Structural Metal Fabricators and Fitters,1.16,1.0549142857142857,2.0208000000000004,1.3785714285714286
51-2051.00,Fiberglass Laminators and Fabricators,1.4628571428571429,1.1106285714285715,1.9984857142857144,1.6714285714285717
51-2061.00,Timing Device Assemblers and Adjusters,1.4017857142857142,1.077942857142857,2.081,1.51
51-2092.00,Team Assemblers,1.3785714285714286,1.0357142857142856,1.4994,1.7200000000000002
51-3011.00,Bakers,1.655,1.0942857142857143,1.6308571428571428,1.3785714285714286
51-3021.00,Butchers and Meat Cutters,1.32,1.0271428571428571,1.7668,1.4910714285714284
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1.302857142857143,1.0089285714285714,1.6901714285714289,1.3392000000000002
51-3023.00,Slaughterers and Meat Packers,1.1106285714285715,1.0,1.3089285714285714,1.1071428571428572
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1.3392000000000002,1.0357142857142856,1.7484571428571427,1.7734857142857143
51-3092.00,Food Batchmakers,1.2857142857142856,1.0357142857142856,1.7891714285714286,1.7734857142857143
51-3093.00,Food Cooking Machine Operators and Tenders,1.2142857142857144,1.0206285714285714,1.4575142857142858,1.655
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.3571428571428572,1.1106285714285715,1.9364285714285716,1.4628571428571429
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.3785714285714286,1.1106285714285715,2.098271428571429,1.6875
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.3785714285714286,1.0942857142857143,1.96,1.6063428571428573
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.2857142857142856,1.0803571428571428,1.7334285714285715,1.4542857142857144
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.32,1.1257142857142857,2.419,1.4910714285714284
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.25,1.0664285714285715,1.421142857142857,1.394285714285714
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.2857142857142856,1.0803571428571428,2.5074571428571426,1.3571428571428572
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.3571428571428572,1.0664285714285715,2.059428571428572,1.5207142857142857
51-4041.00,Machinists,1.6665142857142858,1.2363428571428572,2.099614285714286,1.5614285714285714
51-4051.00,Metal-Refining Furnace Operators and Tenders,1.32,1.0089285714285714,1.952,1.6875
51-4052.00,"Pourers and Casters, Metal",1.268571428571429,1.0206285714285714,1.430857142857143,1.302857142857143
51-4061.00,"Model Makers, Metal and Plastic",1.6665142857142858,1.268571428571429,2.716,1.4928571428571429
51-4062.00,"Patternmakers, Metal and Plastic",1.5785714285714287,1.25,2.4203428571428574,1.3785714285714286
51-4071.00,Foundry Mold and Coremakers,1.197142857142857,1.0206285714285714,1.460714285714286,1.25
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1.36,1.0271428571428571,1.4908857142857144,1.5785714285714287
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.4906285714285716,1.157142857142857,2.8174,1.6875
51-4111.00,Tool and Die Makers,1.655,1.7200000000000002,2.891514285714286,1.4464285714285716
51-4121.00,"Welders, Cutters, Solderers, and Brazers",1.3392000000000002,1.0535714285714286,1.5704285714285713,1.1607142857142858
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.3008,1.0549142857142857,2.5503,1.4017857142857142
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.268571428571429,1.0,1.4690285714285714,1.7036571428571428
51-4192.00,"Layout Workers, Metal and Plastic",1.4821428571428572,1.0549142857142857,2.486542857142857,1.6171428571428572
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1.4017857142857142,1.0271428571428571,2.153928571428571,1.655
51-4194.00,"Tool Grinders, Filers, and Sharpeners",1.4179428571428572,1.1408,1.7718142857142856,1.4821428571428572
51-5111.00,Prepress Technicians and Workers,1.6942857142857144,1.1071428571428572,2.8731428571428577,1.7734857142857143
51-5112.00,Printing Press Operators,1.4691999999999998,1.0535714285714286,2.5686,1.5165142857142857
51-5113.00,Print Binding and Finishing Workers,1.4691999999999998,1.0885714285714283,2.0015714285714283,1.655
51-6011.00,Laundry and Dry-Cleaning Workers,1.2857142857142856,1.0,1.2185857142857142,1.3392000000000002
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.157142857142857,1.0357142857142856,1.6189428571428572,1.1607142857142858
51-6031.00,Sewing Machine Operators,1.1339285714285714,1.0,1.4209714285714288,1.2857142857142856
51-6041.00,Shoe and Leather Workers and Repairers,1.2678571428571428,1.0206285714285714,1.897,1.3392000000000002
