O*NET-SOC Code,Title,Analyzing Data or Information Combined,Documenting/Recording Information Combined,E-Mail,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined",Getting Information Combined,Information Ordering Combined,Interpreting the Meaning of Information for Others Combined,Processing Information Combined,Programming Combined,Working with Computers Combined
17-2061.00,Computer Hardware Engineers,3.804357142857144,3.1511285714285715,4.9,3.224885714285714,3.703642857142857,2.765714285714286,2.8480000000000003,3.704742857142857,1.5892857142857142,4.269971428571428
17-2071.00,Electrical Engineers,3.542171428571429,3.462828571428572,4.87,2.351714285714285,3.5990857142857147,2.748571428571428,2.680857142857143,3.113785714285714,1.2208,4.3096
17-2072.00,"Electronics Engineers, Except Computer",3.5419428571428577,2.977485714285714,4.59,2.124328571428572,2.9352857142857145,2.765714285714286,2.680542857142857,3.300342857142857,1.7200000000000002,3.3869714285714285
17-2072.01,Radio Frequency Identification Device Specialists,2.6424571428571437,2.628114285714286,5.0,2.1417,2.8392,2.4732142857142856,2.314,3.1033,1.5614285714285714,4.098714285714285
17-2081.00,Environmental Engineers,3.337428571428572,2.7150428571428566,4.95,2.7088,3.390142857142857,2.542057142857143,3.013428571428572,3.3178571428571426,1.077942857142857,3.346685714285714
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2.928228571428571,2.9888,4.89,2.3695000000000004,3.5328142857142857,2.19,2.9178,3.1042,1.1734857142857142,2.4596
17-2111.02,Fire-Prevention and Protection Engineers,3.0077714285714285,2.7462142857142853,4.96,2.749057142857142,3.541214285714285,2.645714285714285,2.884342857142857,3.314285714285714,1.077942857142857,2.8775428571428576
17-2112.00,Industrial Engineers,2.8831857142857142,2.349828571428572,4.93,2.3624,2.912242857142857,2.4971428571428573,2.1774571428571425,3.1441142857142856,1.1408,3.134285714285715
17-2112.01,Human Factors Engineers and Ergonomists,3.269928571428572,2.7337857142857143,4.95,2.6089285714285717,3.738571428571428,2.748571428571428,2.8702428571428573,3.309285714285714,1.4249999999999998,2.7655000000000003
17-2112.02,Validation Engineers,3.5992,3.319714285714286,4.89,2.71,3.6117857142857135,2.571428571428571,3.1035714285714286,3.8285714285714287,1.1257142857142857,2.8977142857142857
17-2112.03,Manufacturing Engineers,3.1002571428571426,2.864285714285714,5.0,2.412071428571428,3.225357142857143,2.6950857142857143,2.367971428571429,3.365157142857143,1.3142857142857145,3.0992
17-2121.00,Marine Engineers and Naval Architects,3.1114,2.894285714285714,4.74,2.2059,3.3782,2.98,2.4290714285714285,3.090157142857143,1.289285714285714,2.6885714285714286
17-2131.00,Materials Engineers,3.8175,3.200357142857143,5.0,2.9202857142857144,3.5108571428571427,2.524285714285714,2.991142857142857,3.275714285714286,1.22,2.9264285714285707
17-2141.00,Mechanical Engineers,2.575357142857143,2.617,5.0,2.195157142857143,3.2374,2.748571428571428,2.6154,2.5322285714285715,1.4435714285714285,3.162914285714286
17-2141.01,Fuel Cell Engineers,3.7072,2.862628571428571,4.95,2.7451,3.041,2.571428571428571,3.092142857142857,3.475571428571428,1.51,2.692857142857143
17-2141.02,Automotive Engineers,3.6607,3.17,5.0,2.622128571428572,3.5431,2.7678571428571432,2.9308714285714283,3.6973,1.7200000000000002,3.6765
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3.4534,2.971,4.93,2.5638571428571426,3.3605714285714288,2.765714285714286,3.0747142857142857,3.5787142857142853,1.6942857142857144,3.271428571428572
17-2161.00,Nuclear Engineers,3.7783,3.0560714285714288,4.9,2.6956857142857142,3.5301714285714283,2.765714285714286,3.3485714285714288,3.832142857142857,1.1408,3.095
17-2171.00,Petroleum Engineers,3.7208,2.7641142857142857,4.98,2.7055285714285717,3.4820000000000007,2.571428571428571,2.792742857142857,3.5005714285714284,1.1408,3.1168
17-2199.03,"Energy Engineers, Except Wind and Solar",3.700857142857143,2.685714285714286,4.91,2.4352,3.378571428571429,2.7142857142857144,2.8822857142857146,3.2487142857142857,1.1785714285714286,3.07
17-2199.05,Mechatronics Engineers,2.338942857142857,3.021057142857143,4.9,2.136457142857143,3.1099428571428573,2.6185714285714288,2.068771428571429,2.568257142857143,1.51,3.649942857142857
17-2199.06,Microsystems Engineers,2.885714285714286,2.7712000000000003,4.76,2.3923428571428573,3.486857142857143,2.542057142857143,2.2965857142857145,3.192428571428572,1.5785714285714287,3.242542857142857
17-2199.07,Photonics Engineers,3.703928571428571,3.1149714285714287,4.96,2.554814285714285,3.4119999999999995,2.877142857142857,2.6720714285714284,3.5541142857142853,1.4910714285714284,3.337928571428572
17-2199.08,Robotics Engineers,3.3167285714285715,3.077714285714286,4.9,2.3068,3.35,2.928571428571429,2.570071428571429,3.414571428571428,2.1750857142857143,3.730557142857143
17-2199.09,Nanosystems Engineers,4.102857142857143,3.128214285714286,5.0,2.856,3.3310000000000004,2.748571428571428,3.066057142857143,3.5920000000000005,1.5142857142857142,2.9611428571428573
17-2199.10,Wind Energy Engineers,2.940714285714286,2.762928571428572,4.92,2.4701714285714287,3.038214285714285,2.1357142857142857,2.8915,3.0228571428571427,1.3008,3.144057142857143
17-2199.11,Solar Energy Systems Engineers,2.841057142857143,2.2357142857142858,4.89,2.1990857142857143,3.3266285714285715,2.542057142857143,2.109642857142857,2.7218285714285715,1.3571428571428572,2.6026285714285717
17-3011.00,Architectural and Civil Drafters,2.4136,2.3273714285714284,4.93,2.1253,2.9968000000000004,2.19,1.8171428571428567,2.6982285714285714,1.345,3.3158571428571424
17-3012.00,Electrical and Electronics Drafters,2.093585714285714,2.465457142857143,4.89,2.0648,2.8561428571428573,2.2308,2.0321714285714285,2.6461,1.2592,3.4171428571428573
17-3013.00,Mechanical Drafters,2.1998571428571427,2.4098,4.93,1.9538285714285717,2.661142857142857,2.071428571428571,1.916457142857143,2.3082857142857143,1.4017857142857142,3.4073714285714285
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,2.675142857142857,3.4941714285714287,4.67,2.725742857142857,3.4596,2.596342857142857,2.0842285714285715,3.046814285714285,1.2592,2.8126
17-3022.00,Civil Engineering Technologists and Technicians,2.509857142857143,2.3870000000000005,4.79,2.4502571428571427,2.7946857142857144,2.3192,2.2052,3.2675714285714283,1.1257142857142857,2.675714285714286
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2.6514285714285712,2.8665571428571432,4.83,2.1450285714285715,2.740828571428572,2.3392857142857144,2.168742857142857,2.888014285714286,1.157142857142857,3.208342857142857
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,2.463,3.001257142857143,4.14,1.7082857142857144,2.4259142857142857,2.524285714285714,1.918,2.6674857142857142,1.5614285714285714,3.0821
17-3024.01,Robotics Technicians,2.4557714285714285,2.792714285714286,4.95,2.031228571428572,2.673171428571428,2.645714285714285,2.208057142857143,2.487314285714286,1.7385714285714284,3.446328571428571
17-3025.00,Environmental Engineering Technologists and Technicians,2.3392,2.6545428571428573,4.75,1.6806,2.640528571428572,2.645714285714285,1.8323,2.492585714285714,1.32,2.1667857142857145
17-3026.00,Industrial Engineering Technologists and Technicians,2.225828571428571,2.290857142857143,4.93,2.076657142857143,2.3768857142857143,2.275,1.9512285714285715,2.411314285714286,1.2036571428571428,2.5133142857142854
17-3026.01,Nanotechnology Engineering Technologists and Technicians,3.302457142857143,3.258714285714285,5.0,2.4095714285714287,3.1839142857142857,2.8020571428571426,2.8665714285714285,3.2074857142857143,1.3706285714285715,3.2945
17-3027.00,Mechanical Engineering Technologists and Technicians,2.651714285714285,3.016,4.54,2.284428571428572,2.9248000000000003,2.6950857142857143,2.6894285714285715,3.079485714285714,1.197142857142857,2.418057142857143
17-3027.01,Automotive Engineering Technicians,2.513114285714286,2.9596,4.96,1.8257142857142856,2.559085714285714,2.25,2.0604142857142858,2.6948857142857143,1.3008,3.0631428571428576
17-3029.01,Non-Destructive Testing Specialists,3.3486714285714285,3.365,4.64,2.849928571428572,3.3332571428571423,2.375,2.5530142857142857,3.3236,1.0442857142857145,2.771857142857143
17-3029.08,Photonics Technicians,2.4175,2.7528571428571427,4.68,1.8492857142857144,2.630885714285714,2.1492,1.9228571428571428,2.982957142857143,1.32,2.577142857142857
17-3031.00,Surveying and Mapping Technicians,2.6692,2.896,4.75,1.7170857142857143,2.623828571428571,2.125,1.9664,2.748571428571429,1.2232142857142858,2.8759428571428574
19-1011.00,Animal Scientists,4.022571428571428,2.898571428571429,5.0,2.6770714285714283,3.8959,2.645714285714285,3.491571428571428,3.828357142857143,1.16,3.0979428571428573
19-1012.00,Food Scientists and Technologists,2.9643571428571427,3.2567857142857144,4.91,2.318042857142857,3.348028571428572,2.765714285714286,2.661914285714285,3.200357142857143,1.0442857142857145,2.336028571428571
19-1013.00,Soil and Plant Scientists,3.674628571428572,3.125714285714286,4.76,2.947,3.134857142857143,2.765714285714286,3.200357142857143,3.5521000000000003,1.32,3.0944285714285718
19-1021.00,Biochemists and Biophysicists,4.667857142857143,3.9196428571428568,4.85,3.6399999999999992,4.250714285714286,2.821428571428571,3.85,4.409285714285715,1.4910714285714284,3.4641428571428574
19-1022.00,Microbiologists,3.418857142857143,3.036742857142857,5.0,2.4246857142857143,3.144185714285714,2.6950857142857143,2.744714285714286,3.4671428571428566,1.2363428571428572,2.7232
19-1023.00,Zoologists and Wildlife Biologists,2.9705142857142857,2.4422571428571427,4.92,2.389742857142857,3.276142857142857,2.524285714285714,2.498285714285714,3.127171428571429,1.1408,2.8087857142857144
19-1029.01,Bioinformatics Scientists,4.0483142857142855,2.6796571428571427,5.0,2.341057142857143,3.702857142857143,2.821428571428571,3.6340285714285714,4.076142857142857,1.28,4.048557142857144
19-1029.02,Molecular and Cellular Biologists,3.670171428571428,3.405,4.85,2.5542857142857143,3.77,2.8514285714285714,2.936,3.877828571428571,1.4,2.68
19-1029.03,Geneticists,3.9903999999999993,3.6389714285714287,4.96,2.4256,4.343999999999999,2.645714285714285,3.314285714285714,3.950971428571429,1.1408,2.699657142857143
19-1029.04,Biologists,3.5327428571428574,2.8045,4.97,3.7253428571428566,3.8864,2.7142857142857144,3.3099428571428566,4.2895,2.071428571428571,2.746785714285715
19-1031.00,Conservation Scientists,3.565,2.8167142857142853,4.96,2.293142857142857,3.2148,2.4732142857142856,2.6633142857142857,3.237142857142857,1.157142857142857,2.8914
19-1031.02,Range Managers,3.0904000000000003,2.515185714285714,5.0,2.368057142857143,2.9566857142857144,2.1492,2.2886714285714285,2.978714285714286,1.0442857142857145,2.0491571428571427
19-1031.03,Park Naturalists,2.113771428571429,2.656028571428571,4.89,1.7212857142857143,2.935,2.105,3.323,2.529528571428571,1.0357142857142856,2.7922857142857147
19-1032.00,Foresters,2.651885714285714,3.2311,4.79,2.393714285714286,2.8196571428571438,2.645714285714285,2.6245000000000003,2.866285714285714,1.0535714285714286,2.6477857142857144
19-1041.00,Epidemiologists,4.769428571428572,3.128128571428572,4.95,2.682514285714286,3.864342857142857,2.6185714285714288,4.094142857142858,4.155514285714286,1.0664285714285715,3.2349428571428573
19-1042.00,"Medical Scientists, Except Epidemiologists",3.704885714285714,3.0656714285714286,4.94,2.9695,3.5085571428571423,2.821428571428571,2.6043,3.6184857142857134,1.231428571428571,2.8803571428571426
19-2011.00,Astronomers,4.460885714285714,3.104285714285714,4.91,3.3185714285714285,4.260971428571429,2.748571428571428,3.192228571428571,4.285,1.3571428571428572,3.7705142857142855
19-2012.00,Physicists,4.133557142857143,3.43,4.92,3.0465142857142857,3.829042857142858,3.142857142857143,3.351085714285714,3.891185714285714,2.3192,3.6724
19-2021.00,Atmospheric and Space Scientists,4.294642857142858,2.5575,4.9,2.145428571428571,3.828571428571428,2.571428571428571,3.4075,3.6464285714285714,1.25,3.788357142857143
19-2031.00,Chemists,3.1692,3.397214285714285,4.92,2.3165714285714287,2.992857142857143,2.748571428571428,2.6796571428571427,2.999542857142857,1.3008,2.5872571428571427
19-2032.00,Materials Scientists,3.621914285714286,3.0522142857142853,4.86,2.639214285714285,3.646057142857143,2.645714285714285,3.1492857142857145,3.757114285714286,1.1257142857142857,2.845642857142857
19-2041.00,"Environmental Scientists and Specialists, Including Health",3.723128571428571,2.981942857142857,4.88,2.406157142857143,3.802228571428571,2.645714285714285,2.905042857142857,3.4392571428571426,1.34,3.047114285714286
19-2041.01,Climate Change Policy Analysts,3.8427571428571423,2.103657142857143,4.83,2.2276,4.136257142857144,2.3392857142857144,3.2494,3.284342857142857,1.157142857142857,2.6192
19-2041.02,Environmental Restoration Planners,3.401614285714285,2.774285714285714,4.91,2.4134,3.672642857142856,2.6185714285714288,3.145342857142857,3.1736,1.335714285714286,2.680642857142857
19-2041.03,Industrial Ecologists,4.149428571428572,2.879928571428572,4.87,3.4550714285714283,4.055142857142857,2.524285714285714,3.145342857142857,3.7798,1.2857142857142856,3.337928571428572
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.122742857142858,3.017114285714286,4.84,2.471557142857143,3.930914285714286,2.6950857142857143,3.233542857142857,3.679714285714286,1.231428571428571,3.0148571428571427
19-2043.00,Hydrologists,4.274285714285715,3.2516285714285718,4.96,2.7764571428571427,3.8859999999999992,2.4522285714285714,3.521285714285713,3.6030571428571423,1.4192,3.314
19-2099.01,Remote Sensing Scientists and Technologists,3.847999999999999,3.274514285714285,4.96,3.0742857142857143,3.555457142857142,2.6950857142857143,3.3990857142857145,3.966285714285714,1.7385714285714284,3.649142857142857
19-3011.00,Economists,4.78,2.6357142857142857,4.92,2.976914285714286,4.305357142857143,2.205357142857143,3.9064,4.389285714285714,1.3008,3.410714285714286
19-3011.01,Environmental Economists,4.729,2.314285714285714,4.81,2.865185714285714,4.33,2.0028571428571427,3.4790857142857146,3.982971428571429,1.22,3.4217285714285715
19-3022.00,Survey Researchers,4.007085714285714,2.954285714285714,5.0,2.704,3.3264571428571426,2.8363428571428573,3.454128571428571,4.112228571428571,1.7200000000000002,3.336571428571428
19-3032.00,Industrial-Organizational Psychologists,3.988,2.740342857142857,4.96,1.846,3.866771428571429,2.7142857142857144,3.746028571428571,3.9082857142857135,1.7200000000000002,2.8410285714285712
19-3033.00,Clinical and Counseling Psychologists,3.240914285714286,3.4091428571428573,4.64,1.1481142857142856,3.3424000000000005,2.275,3.0742857142857143,3.085714285714286,1.0664285714285715,2.068342857142857
19-3034.00,School Psychologists,2.627142857142857,1.9996,4.91,1.1107428571428573,2.886028571428572,2.19,2.695428571428571,1.8056857142857143,1.0803571428571428,1.718114285714286
19-3039.02,Neuropsychologists,3.8912,3.4479999999999995,4.72,1.9184,4.083428571428572,2.4522285714285714,3.725942857142857,4.379199999999999,1.1734857142857142,2.43
19-3039.03,Clinical Neuropsychologists,4.375871428571429,3.8125,4.92,2.013442857142857,4.146071428571428,2.571428571428571,4.313542857142858,4.305357142857143,1.1071428571428572,2.5306571428571427
19-3041.00,Sociologists,4.411,3.2439285714285715,5.0,2.4935714285714283,4.574999999999999,2.1357142857142857,4.206785714285715,4.267,1.0803571428571428,3.022
19-3051.00,Urban and Regional Planners,3.656,2.281142857142857,5.0,2.2992,3.7872,2.4522285714285714,3.1741714285714284,3.4396,1.147857142857143,2.5840000000000005
19-3091.00,Anthropologists and Archeologists,3.710714285714285,3.2951571428571427,4.7,1.9045,4.257142857142857,2.645714285714285,3.725,3.757857142857143,1.0535714285714286,2.579285714285714
19-3092.00,Geographers,3.8537714285714286,3.0814285714285714,4.9,2.1714285714285717,3.7846428571428574,2.571428571428571,3.3314285714285714,3.925,1.1408,2.9525
19-3093.00,Historians,2.117857142857143,2.624228571428572,4.66,1.6676571428571427,3.2743,2.1492,2.5633428571428576,2.848114285714286,1.0271428571428571,2.3476428571428567
19-3094.00,Political Scientists,4.463428571428572,2.8965142857142854,5.0,2.505857142857143,4.378514285714286,2.086428571428572,3.801657142857143,4.224571428571428,1.0535714285714286,2.654857142857143
19-3099.01,Transportation Planners,3.9057142857142857,2.716428571428572,5.0,2.7742857142857145,3.973214285714285,2.542057142857143,3.464642857142857,3.5842857142857136,1.3785714285714286,3.07
19-4012.00,Agricultural Technicians,2.107428571428572,2.390742857142857,4.27,1.6810857142857143,2.1968,2.086428571428572,1.6005571428571428,2.5429142857142857,1.0271428571428571,1.9739285714285717
19-4012.01,Precision Agriculture Technicians,2.9776,2.5012,4.83,2.0437,3.0271428571428567,2.4035714285714285,2.4756428571428573,2.4868,1.3706285714285715,3.0874
19-4013.00,Food Science Technicians,2.3334714285714284,2.719942857142857,4.71,1.5866714285714285,2.330685714285714,1.9085714285714288,1.6549285714285715,1.8825142857142856,1.0206285714285714,2.3432
19-4021.00,Biological Technicians,3.3686857142857147,3.064857142857143,4.85,2.3425714285714285,3.0324857142857145,2.524285714285714,1.974885714285714,3.888,1.22,2.612
19-4031.00,Chemical Technicians,2.654285714285714,3.153828571428572,5.0,2.0021714285714287,2.665514285714285,2.524285714285714,1.7967,3.3452714285714285,1.0442857142857145,2.6148571428571428
19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.525714285714286,3.0424857142857142,4.82,1.7732285714285714,2.8514285714285714,2.275,2.2359857142857145,2.757314285714286,1.1408,2.294714285714286
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.530828571428572,2.822742857142857,4.66,2.1356,2.5198857142857145,2.25,1.9529714285714288,2.796542857142857,1.1107142857142858,2.511685714285714
19-4051.00,Nuclear Technicians,2.5600428571428573,3.650057142857142,4.62,2.092342857142857,2.900114285714285,2.44,1.8691428571428568,2.9188,1.2592,2.1115714285714287
19-4051.02,Nuclear Monitoring Technicians,2.9254285714285717,3.4353,4.72,2.4971428571428573,3.2282571428571427,2.524285714285714,2.3482857142857143,3.2378714285714287,1.0442857142857145,2.4637
19-4061.00,Social Science Research Assistants,3.775,2.918742857142857,4.64,2.0682,3.0962,2.265085714285714,2.7875714285714284,4.061828571428571,1.6364285714285711,2.9023000000000003
19-4071.00,Forest and Conservation Technicians,2.3226142857142857,2.3208,4.66,2.4235285714285717,3.0284,2.375,2.146742857142857,2.651257142857143,1.231428571428571,2.4074714285714283
19-4092.00,Forensic Science Technicians,2.436,2.864171428571429,4.8,1.7220857142857144,3.090828571428572,2.571428571428571,2.687542857142857,2.724514285714286,1.0535714285714286,2.354042857142857
19-4099.01,Quality Control Analysts,2.6818428571428568,2.901828571428571,4.62,1.7569,2.176,1.9842857142857144,1.88,2.8041857142857145,1.0803571428571428,2.1036571428571427
19-4099.03,Remote Sensing Technicians,3.048228571428571,2.492714285714285,4.71,2.3923,2.897628571428572,2.524285714285714,2.2903,3.358857142857143,1.8125,3.19
19-5011.00,Occupational Health and Safety Specialists,3.5037571428571423,3.2393,4.83,2.1594,3.6367,2.524285714285714,2.8231,3.154057142857143,1.1408,2.6990285714285718
19-5012.00,Occupational Health and Safety Technicians,2.9585714285714286,3.0921142857142856,4.81,2.377,3.2372,2.105,2.5377142857142854,2.867171428571429,1.1257142857142857,2.686628571428572
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,3.0185714285714287,3.605028571428572,4.57,1.5755714285714286,3.6946428571428576,2.354914285714286,2.0182857142857147,3.843542857142857,1.1071428571428572,2.9444285714285714
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",3.063285714285714,3.0971,4.93,1.7117714285714287,4.042928571428571,2.0608,2.617142857142857,3.2680285714285717,1.0442857142857145,3.039428571428572
21-1013.00,Marriage and Family Therapists,1.8801714285714284,3.367857142857143,4.85,1.1988571428571428,3.563971428571429,2.4035714285714285,2.240942857142857,1.8201142857142856,1.0089285714285714,2.254857142857143
21-1014.00,Mental Health Counselors,2.476514285714286,3.395,4.96,1.3196428571428571,3.5064,2.4971428571428573,2.9059857142857144,2.866071428571429,1.0549142857142857,2.311514285714286
21-1015.00,Rehabilitation Counselors,2.1555142857142857,2.8759999999999994,4.85,1.3869142857142858,2.69,1.9449142857142856,2.103357142857143,2.5795,1.0357142857142856,2.512
21-1021.00,"Child, Family, and School Social Workers",1.762857142857143,3.1838,5.0,1.2258571428571428,3.592942857142857,2.2071428571428573,2.3181714285714285,2.5485714285714285,1.0271428571428571,2.899857142857143
21-1022.00,Healthcare Social Workers,1.8905571428571428,3.3072142857142857,4.93,1.3234857142857142,3.137714285714286,2.2308,2.5013428571428573,1.9428571428571428,1.0664285714285715,2.2825
21-1023.00,Mental Health and Substance Abuse Social Workers,2.5421428571428573,3.4684,4.89,1.6503142857142858,3.4716,2.571428571428571,2.605642857142857,3.0324571428571425,1.1257142857142857,2.2956000000000003
21-1091.00,Health Education Specialists,3.4288,2.908428571428571,5.0,1.9828571428571429,3.385271428571429,1.9085714285714288,3.7606857142857137,3.3864,1.0271428571428571,2.759057142857143
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.2609142857142857,3.513571428571429,4.75,1.6212714285714285,3.555357142857143,1.8571428571428568,2.4190000000000005,2.777628571428571,1.0664285714285715,2.895771428571429
21-1093.00,Social and Human Service Assistants,1.6749142857142858,3.0759142857142856,4.79,1.7112,2.6638,1.8571428571428568,1.8948571428571424,2.000857142857143,1.077942857142857,2.1575571428571427
21-1094.00,Community Health Workers,2.6112,2.97,4.77,2.019085714285714,3.085857142857143,2.0028571428571427,2.8887142857142853,2.873285714285714,1.0535714285714286,2.811714285714286
21-2011.00,Clergy,1.6549428571428573,1.7332,4.83,1.4515714285714283,3.008542857142857,2.422142857142857,2.0261285714285715,1.5945142857142858,1.0357142857142856,2.0485
21-2021.00,"Directors, Religious Activities and Education",1.8613,2.0707,4.45,2.3228285714285715,2.9963999999999995,2.0028571428571427,2.222314285714286,1.8932,1.1071428571428572,2.2936
23-1011.00,Lawyers,2.837942857142857,2.8032142857142857,4.96,1.7183714285714284,3.983914285714286,2.6950857142857143,3.4108,3.3584000000000005,1.0357142857142856,2.4785714285714286
23-1012.00,Judicial Law Clerks,3.6140571428571424,1.6156,4.87,1.0422857142857145,4.1295,2.422142857142857,2.6879714285714287,3.2403,1.0442857142857145,1.9534
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.7846571428571423,2.4726857142857144,4.92,1.2985,3.652,2.4732142857142856,2.6894285714285715,3.1942857142857144,1.0357142857142856,1.9725142857142857
23-1022.00,"Arbitrators, Mediators, and Conciliators",3.6781,2.2196571428571428,4.55,1.5657142857142858,3.8105,1.9842857142857144,2.9707142857142856,3.1132142857142857,1.0664285714285715,2.0910714285714285
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.5686,2.809285714285714,4.85,1.6226714285714283,4.2756428571428575,2.645714285714285,2.698,3.569885714285714,1.0135714285714286,2.3369285714285715
23-2011.00,Paralegals and Legal Assistants,2.7484,2.6660285714285714,5.0,1.3509,3.340642857142857,1.9085714285714288,1.8448,2.3747714285714285,1.0942857142857143,2.5886
23-2093.00,"Title Examiners, Abstractors, and Searchers",3.1842,3.544342857142857,4.96,1.6108142857142858,3.859571428571429,1.8571428571428568,2.628571428571429,3.4965714285714284,1.0089285714285714,2.8054
25-1011.00,"Business Teachers, Postsecondary",2.742,1.836,5.0,1.5560571428571428,3.2327714285714286,2.1635714285714283,3.0305857142857144,2.6398428571428574,1.157142857142857,2.6633714285714287
25-1021.00,"Computer Science Teachers, Postsecondary",3.3910714285714287,2.6831714285714283,4.99,1.8598857142857144,3.6973,2.524285714285714,2.975657142857143,3.5064285714285712,1.8914285714285717,3.742714285714285
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.437257142857143,2.2394285714285718,4.91,1.5629571428571427,3.1965428571428576,2.19,2.9596,2.2551428571428573,1.0942857142857143,2.544514285714285
25-1031.00,"Architecture Teachers, Postsecondary",2.6713142857142858,2.2597,4.72,2.251857142857143,3.721600000000001,2.6950857142857143,2.9536,3.0217142857142854,1.1257142857142857,2.8656
25-1032.00,"Engineering Teachers, Postsecondary",3.953028571428572,2.205,5.0,2.8194142857142857,3.2625428571428565,2.6185714285714288,3.0082857142857145,3.941528571428571,1.231428571428571,2.779628571428572
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.8385714285714285,2.8171285714285714,4.99,2.3585000000000003,3.8431,2.2471428571428573,3.4253714285714287,3.106514285714286,1.0942857142857143,2.217928571428572
25-1042.00,"Biological Science Teachers, Postsecondary",3.715142857142857,3.123628571428572,4.96,2.8224857142857145,3.6682857142857146,2.4285714285714284,3.737257142857144,4.015828571428571,1.0357142857142856,3.0924571428571426
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",3.712685714285714,3.012485714285714,5.0,3.119371428571428,4.343999999999999,1.9842857142857144,4.113214285714285,3.6673857142857145,1.1408,2.816071428571428
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3.267428571428572,2.552457142857143,4.98,1.9767571428571429,3.3572,2.36,3.288071428571429,2.950171428571428,1.1257142857142857,2.814985714285714
25-1052.00,"Chemistry Teachers, Postsecondary",3.0647285714285712,2.0641857142857143,4.98,1.8009428571428572,2.8810285714285717,2.205357142857143,3.4024,2.9108,1.1408,2.454857142857142
25-1053.00,"Environmental Science Teachers, Postsecondary",3.0958,2.459542857142857,4.91,2.4245,3.486257142857143,2.1357142857142857,3.1894285714285715,3.3023,1.0206285714285714,2.757142857142857
25-1054.00,"Physics Teachers, Postsecondary",3.5968000000000004,2.7496857142857145,4.84,2.4690571428571424,3.550857142857143,2.1750857142857143,3.824071428571429,3.4560714285714287,1.1408,3.410628571428571
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.174514285714285,3.554971428571428,4.95,1.4535714285714287,4.033371428571428,2.4732142857142856,4.099657142857144,3.9797,1.0442857142857145,2.6611571428571428
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2.459714285714286,2.7701285714285717,4.9,1.4648,3.3819142857142857,1.8914285714285717,3.0972714285714287,2.2257285714285717,1.1071428571428572,2.220342857142857
25-1063.00,"Economics Teachers, Postsecondary",3.522414285714286,2.1513142857142857,4.96,1.612857142857143,4.2277000000000005,1.9842857142857144,3.476114285714285,3.0902857142857143,1.1734857142857142,2.8478571428571438
25-1064.00,"Geography Teachers, Postsecondary",3.923328571428571,2.814057142857143,4.99,2.254857142857143,3.6024142857142856,2.096342857142857,3.893928571428571,3.826057142857143,1.197142857142857,3.334828571428572
25-1065.00,"Political Science Teachers, Postsecondary",3.971414285714285,2.0860000000000003,5.0,1.773742857142857,4.0447,1.8914285714285717,2.8666428571428577,3.5647,1.0089285714285714,2.421971428571428
25-1066.00,"Psychology Teachers, Postsecondary",3.277028571428572,2.947642857142857,4.85,1.9228857142857143,3.5318285714285715,2.023657142857143,4.3945428571428575,3.3364714285714285,1.1257142857142857,2.9142857142857137
25-1067.00,"Sociology Teachers, Postsecondary",4.199885714285715,2.8102857142857145,4.98,1.4443428571428572,3.608457142857143,2.044642857142857,3.892514285714285,4.401999999999999,1.0357142857142856,3.3843857142857137
25-1071.00,"Health Specialties Teachers, Postsecondary",3.1714,2.6212857142857144,4.88,1.7716571428571428,3.617371428571429,2.1357142857142857,2.9992857142857146,2.8516285714285714,1.0271428571428571,2.793714285714286
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",3.3725714285714288,3.345142857142857,4.87,2.125857142857143,3.7892,2.4522285714285714,2.930514285714286,3.279,1.1408,3.0303714285714287
25-1081.00,"Education Teachers, Postsecondary",2.5620571428571437,2.7862,5.0,1.6217714285714286,3.6412,2.023657142857143,2.7364571428571427,2.716,1.0357142857142856,2.496442857142857
25-1082.00,"Library Science Teachers, Postsecondary",3.6972714285714288,2.406957142857143,5.0,1.9554285714285715,4.448499999999999,2.1750857142857143,3.8600285714285714,3.777842857142857,1.0803571428571428,3.2311428571428573
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.628114285714286,2.8703,4.97,1.5157857142857143,2.6349142857142858,1.9842857142857144,2.7542857142857144,2.262742857142857,1.0271428571428571,2.981842857142857
